region.centroid.col,region.centroid.row,short.line.density.5,vedge.mean,vegde.sd,hedge.mean,hedge.sd,intensity.mean,exred.mean,exblue.mean,exgreen.mean,saturation.mean,hue.mean,binaryClass
17,108,0.0,1.27778,0.64693,1.16667,0.912871,1.85185,-3.88889,4.44444,-0.555556,0.875926,-2.46385,N
53,53,0.0,1.0,0.444444,1.11111,0.429629,113.148,-26.4444,51.2222,-24.7778,0.200484,-2.11701,N
78,107,0.0,0.833333,0.655556,1.61111,1.92963,17.1852,3.44444,10.4444,-13.8889,0.395253,-1.3125,P
184,197,0.0,3.05556,3.2552,4.55556,2.74604,11.963,-9.22222,-7.22222,16.4444,0.515187,2.16426,N
131,234,0.0,0.833333,0.3,0.888889,0.607407,5.74074,-5.22222,-3.88889,9.11111,0.556614,2.19357,N
219,134,0.0,0.277778,0.107407,0.666667,0.444444,4.74074,5.11111,1.44444,-6.55556,0.603704,-0.730465,P
79,154,0.0,1.11111,1.58518,0.166667,0.077778,0.740741,-0.888889,2.44444,-1.55556,0.288889,-1.91964,N
64,49,0.0,0.944447,0.240742,0.722225,0.41852,108.889,-35.3333,60.0,-24.6667,0.246491,-2.21166,N
177,85,0.0,0.833333,0.166668,0.888888,0.429629,93.5556,-43.0,73.3333,-30.3333,0.328603,-2.20841,N
11,62,0.0,0.888891,0.501849,0.722224,0.389681,66.7778,-28.0,53.6667,-25.6667,0.32276,-2.12446,N
216,17,0.0,0.666665,0.5164,1.27778,1.02017,126.148,-33.4444,47.2222,-13.7778,0.189464,-2.34842,N
8,79,0.0,1.27778,2.28518,2.11111,0.518519,16.8148,1.55556,12.5556,-14.1111,0.422337,-1.45311,P
121,120,0.0,0.944445,0.250924,0.722222,0.879815,3.51852,-7.22222,9.11111,-1.88889,0.839947,-2.4338,N
241,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
188,133,0.0,0.333333,0.266667,0.5,0.077778,6.66667,5.0,3.33333,-8.33333,0.53858,-0.924817,P
248,13,0.0,0.777779,0.207408,1.11111,0.296294,104.111,-47.6667,73.0,-25.3333,0.313159,-2.28708,N
19,184,0.0,0.555555,0.344265,0.833333,0.62361,14.2222,-5.66667,-9.66667,15.3333,0.431152,1.93789,N
250,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
173,158,0.111111,1.88889,3.67407,1.16667,0.477778,8.37037,-3.77778,10.2222,-6.44444,0.472975,-1.90465,N
208,34,0.0,1.72222,1.73098,0.444445,0.501848,14.4444,-11.0,19.6667,-8.66667,0.479958,-2.16238,N
206,61,0.0,0.555555,0.403687,0.5,0.459468,7.07407,-7.22222,15.4444,-8.22222,0.645891,-2.04872,N
128,161,0.0,0.555555,0.251852,0.777778,0.162963,7.14815,-4.77778,11.2222,-6.44444,0.540918,-1.99631,N
109,111,0.0,1.44444,1.08866,1.5,1.47196,57.7778,-19.3333,41.6667,-22.3333,0.298892,-2.04516,N
92,62,0.0,1.88889,1.31092,1.88889,0.720082,123.481,-33.4444,47.5556,-14.1111,0.193691,-2.3434,N
26,120,0.0,0.777778,1.27407,0.833333,1.05556,1.33333,-3.66667,6.0,-2.33333,0.984127,-2.17877,N
203,93,0.0,2.66667,6.44444,3.44444,11.6741,6.77778,-10.6667,15.3333,-4.66667,0.760191,-2.33277,N
95,97,0.0,0.611111,0.534027,0.777777,0.45542,19.5926,-12.7778,24.5556,-11.7778,0.447494,-2.12135,N
62,223,0.0,2.5,5.72222,1.66667,2.44444,6.66667,-5.33333,-6.0,11.3333,0.59315,2.04659,N
193,66,0.111111,1.38889,1.44074,0.888888,0.607411,95.1111,-43.3333,71.0,-27.6667,0.320664,-2.2357,N
206,30,0.0,0.777777,0.501847,0.833332,0.547723,123.333,-31.6667,49.0,-17.3333,0.19251,-2.27951,N
229,175,0.0,1.16667,0.522223,5.66667,26.1333,33.0,-12.0,24.0,-12.0,0.286834,-2.09121,N
233,124,0.111111,2.11111,1.50062,2.05556,0.490655,40.9259,-15.4444,31.5556,-16.1111,0.317097,-2.07697,N
173,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
223,141,0.111111,2.11111,1.80741,0.777778,0.162963,9.85185,-11.5556,20.1111,-8.55556,0.640224,-2.19166,N
4,188,0.0,1.55556,0.688531,2.33333,0.760116,15.7407,-7.22222,-5.22222,12.4444,0.342408,2.20467,N
88,180,0.0,1.5,0.936898,3.83333,2.88868,50.4074,-15.5556,35.7778,-20.2222,0.300918,-2.00872,N
86,193,0.0,3.27778,1.65216,2.22222,1.80944,61.4074,-23.2222,45.4444,-22.2222,0.299579,-2.10937,N
217,73,0.0,0.888889,0.785185,1.72222,0.862962,4.85185,-9.22222,14.4444,-5.22222,0.822507,-2.26818,N
238,180,0.111111,0.555556,0.340741,1.72222,1.66296,13.5926,-7.44444,-5.11111,12.5556,0.376253,2.2129,N
31,106,0.0,1.61111,0.72963,0.722222,1.17407,19.1111,1.33333,13.6667,-15.0,0.403224,-1.48458,P
35,76,0.0,7.77778,192.207,7.83333,201.722,13.5185,-15.2222,17.7778,-2.55556,0.637421,-2.52332,N
199,116,0.0,0.555555,0.296296,0.444444,0.02963,1.96296,-3.88889,8.77778,-4.88889,0.940741,-2.01892,N
34,115,0.0,0.5,0.388889,0.777778,0.607407,6.2963,3.11111,4.77778,-7.88889,0.541887,-1.17545,P
136,216,0.111111,2.77778,1.32777,2.72222,2.98453,15.0741,-10.8889,-5.55556,16.4444,0.441675,2.28457,N
185,84,0.0,0.611111,0.490653,0.499999,0.459468,23.2593,-13.7778,24.2222,-10.4444,0.404099,-2.18486,N
60,131,0.0,0.333333,0.088889,0.333333,0.088889,5.22222,6.0,0.666667,-6.66667,0.581349,-0.621222,P
121,107,0.0,1.55556,0.874075,13.1667,5.5889,54.0,-13.6667,31.3333,-17.6667,0.252669,-2.00361,N
244,105,0.0,5.94444,4.92349,1.5,0.809664,22.7037,-10.7778,20.5556,-9.77778,0.364499,-2.12555,N
137,105,0.0,10.7222,16.5074,31.2222,650.43,42.8519,-21.2222,29.4444,-8.22222,0.37578,-2.38024,N
2,245,0.0,1.88889,2.16296,3.16667,3.27778,6.40741,-0.555556,-1.22222,1.77778,0.191049,1.75665,N
124,29,0.0,1.0,0.711108,1.05555,0.907417,128.444,-27.6667,43.3333,-15.6667,0.165616,-2.27113,N
117,110,0.0,2.33333,2.90593,2.27778,1.90224,17.2222,-24.0,35.3333,-11.3333,0.680787,-2.32123,N
202,129,0.0,0.222222,0.544331,3.44444,3.80448,2.2963,0.444444,0.777778,-1.22222,0.096561,-1.10139,N
191,107,0.0,2.05556,1.52631,10.3333,3.01109,29.2222,-7.0,20.0,-13.0,0.311552,-1.87716,N
174,181,0.0,3.27778,3.15113,4.16667,2.78688,59.0741,-20.2222,45.4444,-25.2222,0.317345,-2.02086,N
104,137,0.0,0.277778,0.151852,0.277778,0.151852,3.7037,-4.77778,10.2222,-5.44444,0.731922,-2.05845,N
49,240,0.0,3.05556,1.63865,2.05556,1.74377,20.4444,-15.6667,-5.0,20.6667,0.445808,2.42079,N
183,66,0.0,1.27778,0.82776,2.55556,1.89346,42.1111,-1.66667,11.3333,-9.66667,0.152009,-1.68385,N
101,137,0.0,0.444444,0.501848,0.833333,0.809664,1.14815,-2.77778,4.55556,-1.77778,0.95,-2.20059,N
244,194,0.0,1.72222,1.14342,2.27778,2.03761,49.7407,-15.8889,35.7778,-19.8889,0.300853,-2.02184,N
29,52,0.0,0.388889,0.018518,1.33333,0.177779,125.778,-30.6667,43.3333,-12.6667,0.175849,-2.34849,N
2,96,0.0,3.83333,13.2778,2.33333,7.51111,5.22222,-9.33333,13.6667,-4.33333,0.824784,-2.33069,N
190,186,0.0,2.72222,2.24516,6.05556,2.81596,50.0741,-13.2222,30.4444,-17.2222,0.266195,-2.02881,N
81,79,0.0,0.444445,0.074074,0.888889,0.651853,45.8148,-8.77778,24.2222,-15.4444,0.245206,-1.91889,N
102,179,0.111111,1.83333,1.53116,2.44444,1.88168,49.1852,-12.8889,31.7778,-18.8889,0.282687,-1.9704,N
199,144,0.0,0.333333,0.516398,0.333333,0.365148,0.444444,-1.0,2.0,-1.0,0.740741,-2.0944,N
225,181,0.0,1.16667,0.862812,1.83333,1.32916,55.3333,-19.0,40.3333,-21.3333,0.300006,-2.05319,N
185,85,0.0,9.27778,81.4852,2.83333,9.1889,49.1481,-12.4444,31.2222,-18.7778,0.278726,-1.95422,N
122,106,0.111111,1.61111,0.596296,1.61111,2.72963,23.037,-3.11111,20.5556,-17.4444,0.423346,-1.6958,P
97,126,0.0,1.05556,0.374074,1.0,0.844445,6.48148,3.55556,4.55556,-8.11111,0.551587,-1.11813,P
84,86,0.0,0.833335,0.691214,1.16667,0.691214,105.778,-38.6667,55.0,-16.3333,0.251552,-2.34379,N
115,39,0.0,0.722223,0.062963,1.22222,0.474075,127.074,-32.2222,46.1111,-13.8889,0.183242,-2.33602,N
80,116,0.0,1.5,1.63333,1.55556,0.874074,21.7037,-1.44444,17.5556,-16.1111,0.407364,-1.63224,P
237,137,0.0,0.388889,0.107407,0.333333,0.044445,0.666667,-2.0,4.0,-2.0,1.0,-2.0944,N
188,88,0.0,0.666667,0.471405,0.333333,0.298142,7.33333,-6.66667,14.6667,-8.0,0.61791,-2.03577,N
167,53,0.0,1.27778,0.490654,0.944443,0.389682,40.4444,-10.6667,24.6667,-14.0,0.264564,-2.00456,N
86,20,0.0,0.944447,1.02017,1.94444,1.06284,65.1852,-26.2222,49.4444,-23.2222,0.309556,-2.13303,N
141,17,0.111111,3.72222,4.4493,5.0,2.319,44.5926,-12.7778,28.2222,-15.4444,0.268186,-2.03005,N
6,90,0.0,1.94444,0.596296,1.33333,1.82222,18.1111,2.0,12.0,-14.0,0.38846,-1.42588,P
23,237,0.0,1.66667,2.44444,1.77778,2.07408,5.85185,-4.88889,-3.88889,8.77778,0.541266,2.18053,N
18,123,0.0,0.722222,0.862963,0.611111,0.418518,1.07407,-2.88889,4.77778,-1.88889,0.981482,-2.16921,N
123,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
37,78,0.0,1.0,0.177777,2.55556,2.87407,43.8148,-8.11111,24.2222,-16.1111,0.258916,-1.88607,N
94,135,0.0,2.27778,1.26296,0.555555,0.385185,2.18519,-4.22222,8.11111,-3.88889,0.888007,-2.11097,N
45,89,0.0,0.777778,0.340741,0.777778,0.474074,2.2963,-6.55556,12.4444,-5.88889,0.986111,-2.1239,N
94,67,0.0,2.55556,3.36296,1.55556,1.18519,23.7407,-2.55556,21.1111,-18.5556,0.429897,-1.67017,P
193,35,0.0,0.277779,0.285183,0.722221,0.285183,136.481,-15.7778,29.2222,-13.4444,0.103336,-2.14684,N
176,187,0.0,1.77778,1.60093,2.33333,2.0221,54.7778,-17.3333,39.6667,-22.3333,0.304126,-2.00961,N
138,21,0.0,0.666665,0.760117,1.0,0.516396,127.296,-33.2222,47.4444,-14.2222,0.187853,-2.33938,N
212,68,0.111111,2.88889,2.08344,1.83333,0.936897,37.963,-1.22222,11.1111,-9.88889,0.167908,-1.65964,N
127,118,0.222222,1.72222,1.52963,3.44444,9.4963,22.7407,-3.55556,18.7778,-15.2222,0.390398,-1.70739,P
67,118,0.0,1.11111,0.385186,2.27778,4.28518,21.1111,-2.66667,18.6667,-16.0,0.416884,-1.62075,P
229,104,0.0,0.5,0.547722,2.83333,2.04124,19.7778,-10.3333,19.0,-8.66667,0.375532,-2.15064,N
20,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
161,138,0.0,0.222222,0.172133,0.222222,0.272166,1.22222,-2.33333,6.0,-3.66667,1.0,-1.94917,N
17,18,0.0,1.22222,1.29386,1.27778,1.25462,125.63,-34.8889,49.1111,-14.2222,0.197105,-2.35218,N
25,208,0.0,5.72222,4.84156,6.33333,3.55278,55.6296,-22.2222,44.1111,-21.8889,0.320595,-2.09458,N
21,232,0.0,2.38889,2.68519,2.27778,2.37407,13.5556,-6.66667,-3.66667,10.3333,0.327918,2.28315,N
33,132,0.111111,1.05556,0.998147,1.72222,0.998146,1.96296,-3.88889,6.77778,-2.88889,0.676888,-2.15243,N
201,161,0.0,2.55556,0.518519,11.5,96.6555,41.8148,-18.1111,28.8889,-10.7778,0.302983,-2.33897,N
49,95,0.0,1.66667,5.91111,3.0,3.28889,5.18518,-8.88889,12.7778,-3.88889,0.794108,-2.32646,N
110,92,0.111111,1.88889,4.02963,2.27778,3.52963,7.44444,-12.6667,15.6667,-3.0,0.759012,-2.45218,N
225,244,0.0,3.38889,2.19511,3.0,1.52023,12.2593,-5.77778,-8.77778,14.5556,0.480149,1.9879,N
142,208,0.0,1.94444,2.64074,2.5,1.32222,18.5556,-9.33333,-11.0,20.3333,0.440895,2.10221,N
39,138,0.0,1.11111,0.501848,2.38889,1.63865,54.6296,-16.5556,36.4444,-19.8889,0.280911,-2.02966,N
28,188,0.0,1.44444,1.4963,5.11111,19.0074,29.963,-9.22222,19.4444,-10.2222,0.275863,-2.08357,N
248,103,0.0,0.944443,0.574134,1.11111,0.93492,35.6296,-14.5556,28.7778,-14.2222,0.323915,-2.10261,N
62,223,0.0,2.5,5.72222,1.66667,2.44444,6.66667,-5.33333,-6.0,11.3333,0.59315,2.04659,N
66,160,0.0,3.0,4.04445,2.77778,0.429629,22.8519,-13.8889,26.1111,-12.2222,0.426014,-2.13873,N
180,162,0.0,3.11111,5.76296,12.9444,9.39626,41.4815,-17.4444,27.2222,-9.77778,0.291106,-2.33537,N
59,96,0.0,0.611111,0.418521,0.611112,0.240741,111.593,-24.4444,49.5556,-25.1111,0.197734,-2.08595,N
29,85,0.0,2.83333,2.94203,2.38889,3.0508,4.07407,-5.88889,8.11111,-2.22222,0.762963,-2.36986,N
90,116,0.0,1.27778,0.854184,1.33333,1.13529,18.7407,-20.8889,32.4444,-11.5556,0.596104,-2.25997,N
17,98,0.111111,0.722222,0.712325,0.666667,0.730297,1.51852,-3.55556,4.11111,-0.555556,0.916667,-2.4238,N
170,113,0.0,2.83333,0.623608,1.22222,0.68853,28.3333,-12.0,19.6667,-7.66667,0.302071,-2.23625,N
252,82,0.0,1.05555,0.41852,0.777778,0.474074,38.8889,-13.0,28.6667,-15.6667,0.303876,-2.02804,N
163,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
31,62,0.0,1.83333,0.833334,1.83333,0.966668,21.1852,-1.88889,18.1111,-16.2222,0.419469,-1.65012,P
108,144,0.0,0.388889,0.151852,0.222222,0.074074,0.962963,-2.88889,5.77778,-2.88889,1.0,-2.0944,N
38,41,0.111111,1.77778,1.67407,1.66667,1.77778,22.4815,-5.11111,21.8889,-16.7778,0.432047,-1.77166,P
229,104,0.0,0.5,0.547722,2.83333,2.04124,19.7778,-10.3333,19.0,-8.66667,0.375532,-2.15064,N
79,47,0.111111,0.666669,0.355557,1.0,1.15556,126.37,-31.1111,45.8889,-14.7778,0.181012,-2.31579,N
201,86,0.0,9.5,222.7,8.77778,105.541,13.4074,-13.8889,19.4444,-5.55556,0.630945,-2.36358,N
180,116,0.0,2.94445,1.6113,1.33333,0.816497,33.1852,-12.2222,25.4444,-13.2222,0.309461,-2.06811,N
252,195,0.0,2.61111,2.09143,3.72222,2.20521,47.6667,-15.6667,33.3333,-17.6667,0.288788,-2.05167,N
105,110,0.0,0.5,0.122222,1.94444,2.37407,4.22222,0.333333,6.33333,-6.66667,0.708333,-1.53976,P
161,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
229,24,0.0,1.77778,1.10889,1.22222,1.04704,49.1852,-20.5556,36.1111,-15.5556,0.30862,-2.1868,N
240,26,0.0,1.22222,1.0074,0.888888,0.207411,136.889,-17.6667,29.0,-11.3333,0.106102,-2.23072,N
96,119,0.0,0.333333,0.088889,0.555555,0.207407,1.44444,-4.33333,8.33333,-4.0,1.0,-2.11372,N
97,116,0.0,0.722222,0.196296,0.555555,0.207407,6.62963,2.77778,5.44444,-8.22222,0.546517,-1.23395,P
207,215,0.0,3.22222,2.04033,2.5,1.61589,23.8148,-17.1111,-3.44444,20.5556,0.409837,2.47176,N
29,125,0.0,0.388889,0.062963,0.666667,0.177778,5.85185,4.11111,3.11111,-7.22222,0.529762,-0.944272,P
24,58,0.0,0.888889,0.162963,1.38889,2.28519,20.9259,-2.77778,19.2222,-16.4444,0.434743,-1.68507,P
10,190,0.0,2.66667,6.97778,2.5,2.65555,32.963,-10.8889,24.4444,-13.5556,0.305705,-2.02004,N
76,198,0.0,1.77778,1.20493,1.5,0.691214,14.5556,-7.33333,-8.33333,15.6667,0.411573,2.05567,N
212,160,0.0,1.44444,1.29386,1.44444,1.77221,23.2593,-16.4444,0.555556,15.8889,0.378216,2.6426,N
54,133,0.0,1.55556,1.00741,0.5,0.344444,5.37037,-5.11111,10.8889,-5.77778,0.630471,-2.048,N
159,116,0.111111,0.444444,0.344265,2.05556,1.10387,29.8148,-12.4444,21.8889,-9.44444,0.310286,-2.17751,N
44,79,0.0,0.444444,0.344265,0.777779,0.403686,107.741,-41.5556,56.4444,-14.8889,0.258079,-2.37797,N
97,21,0.0,0.944444,0.611615,1.33333,0.869227,126.815,-35.4444,48.2222,-12.7778,0.195127,-2.37781,N
129,91,0.0,27.2778,752.241,25.2778,377.93,44.2963,-17.5556,25.1111,-7.55556,0.348885,-2.32027,N
31,42,0.111111,1.27778,0.685184,0.944444,0.774073,127.037,-30.1111,44.2222,-14.1111,0.174634,-2.31442,N
133,67,0.0,1.38889,1.3963,2.11111,1.22963,27.1481,-6.11111,26.2222,-20.1111,0.429308,-1.76836,P
84,134,0.0,0.444444,0.118518,0.722222,0.151852,2.11111,-3.33333,7.66667,-4.33333,0.874074,-2.01314,N
191,47,0.0,0.444445,0.385188,1.11111,0.38519,135.741,-20.2222,31.7778,-11.5556,0.118399,-2.26255,N
103,125,0.0,0.944445,0.827759,0.833333,0.691215,1.77778,-4.0,6.33333,-2.33333,0.923809,-2.23756,N
148,192,0.111111,4.0,2.18072,4.94444,3.86676,58.1111,-19.0,41.6667,-22.6667,0.299308,-2.03405,N
45,111,0.0,0.5,0.349603,1.0,0.78881,16.1111,-11.6667,23.0,-11.3333,0.489897,-2.10067,N
112,201,0.0,2.83333,1.29529,3.11111,1.78471,21.2963,-13.8889,-2.88889,16.7778,0.381912,2.46794,N
239,32,0.0,0.777779,0.207408,1.5,1.18889,121.444,-33.6667,50.0,-16.3333,0.201898,-2.30939,N
245,140,0.0,0.166667,0.278887,0.611111,0.742867,0.407407,-0.555556,1.11111,-0.555556,0.240741,-2.0944,N
25,18,0.0,0.666665,0.088889,0.555553,0.385184,114.148,-35.1111,54.5556,-19.4444,0.225725,-2.27845,N
142,100,0.0,0.666667,0.266666,1.38889,0.907407,22.2222,-1.33333,18.6667,-17.3333,0.421994,-1.6233,P
142,111,0.0,1.11111,0.45542,0.555555,0.344265,28.7407,-12.5556,21.4444,-8.88889,0.315484,-2.20267,N
204,194,0.0,2.61111,1.92546,5.11111,3.41673,41.037,-12.1111,26.2222,-14.1111,0.275415,-2.0452,N
238,25,0.0,0.388887,0.250923,0.944447,0.827759,116.259,-37.7778,52.5556,-14.7778,0.224975,-2.3602,N
116,203,0.0,3.05556,1.94841,2.94444,1.75647,19.5185,-12.2222,-5.55556,17.7778,0.393868,2.32038,N
14,134,0.0,0.388889,0.062963,0.388889,0.062963,5.2963,4.44444,2.77778,-7.22222,0.587302,-0.912631,P
69,59,0.0,1.27778,0.951851,2.05556,1.48519,23.8519,-3.55556,21.1111,-17.5556,0.415301,-1.69933,P
67,64,0.0,2.11111,2.11852,2.38889,3.44074,22.4815,-1.44444,19.2222,-17.7778,0.426923,-1.62567,P
110,189,0.0,1.0,0.666667,1.22222,1.18634,12.9259,-6.11111,-11.1111,17.2222,0.508139,1.91086,N
140,188,0.0,2.0,2.10818,3.05555,2.49815,61.6667,-21.6667,44.6667,-23.0,0.295624,-2.07403,N
208,65,0.0,1.38889,1.23678,26.4444,25.5375,56.7037,-12.1111,23.2222,-11.1111,0.19713,-1.97081,N
42,133,0.0,1.16667,1.90613,2.72222,3.15818,2.7037,-4.44444,6.88889,-2.44444,0.860606,-2.20842,N
127,120,0.0,0.5,0.477778,0.722222,0.596296,1.51852,-4.22222,7.77778,-3.55556,0.984127,-2.13309,N
70,71,0.111111,2.11111,1.80741,2.83333,2.07778,22.7778,-2.66667,20.6667,-18.0,0.43357,-1.66796,P
217,208,0.0,2.5,2.16667,2.66667,2.44445,16.0741,-10.2222,-4.88889,15.1111,0.40213,2.31093,N
67,71,0.0,1.66667,0.888891,1.5,0.299998,125.963,-31.2222,44.7778,-13.5556,0.179672,-2.33976,N
63,220,0.0,3.05556,15.263,3.66667,6.08889,8.18519,-4.88889,-5.22222,10.1111,0.486717,2.09315,N
68,103,0.0,0.666667,0.577778,1.11111,0.962963,2.14815,-6.11111,10.5556,-4.44444,0.987654,-2.18547,N
228,91,0.0,0.722222,0.196296,1.11111,0.385185,2.62963,-6.55556,10.7778,-4.22222,0.939815,-2.22574,N
233,211,0.111111,2.66667,6.08889,1.66667,1.73333,15.4444,-9.0,-0.666667,9.66667,0.335421,2.55496,N
29,100,0.0,2.22222,1.36296,2.66667,3.64444,20.6296,0.777778,14.7778,-15.5556,0.394331,-1.5197,P
169,102,0.0,1.0,0.355555,0.888889,0.296295,58.2222,-14.3333,34.3333,-20.0,0.25976,-1.98558,N
180,179,0.0,2.27778,2.50741,4.55556,7.27407,35.4815,-12.4444,25.8889,-13.4444,0.301166,-2.0752,N
57,93,0.0,0.388889,0.389682,0.222222,0.172132,17.9259,-14.1111,27.5556,-13.4444,0.511905,-2.11046,N
96,123,0.0,1.27778,0.151852,1.83333,2.07778,21.6296,-20.5556,37.7778,-17.2222,0.559546,-2.14976,N
81,122,0.0,7.38889,64.9519,4.83333,42.2556,6.62963,-9.88889,14.1111,-4.22222,0.809331,-2.34902,N
102,50,0.0,1.61111,1.06284,1.33333,0.869227,60.8519,-23.5556,44.7778,-21.2222,0.304774,-2.12948,N
182,186,0.111111,3.66667,2.04396,1.77778,1.24127,48.4444,-14.0,34.3333,-20.3333,0.304522,-1.97306,N
208,34,0.0,1.72222,1.73098,0.444445,0.501848,14.4444,-11.0,19.6667,-8.66667,0.479958,-2.16238,N
49,148,0.0,0.777778,0.251851,6.66667,33.4222,15.963,-11.8889,2.77778,9.11111,0.403708,2.91248,N
172,183,0.0,2.88889,1.68215,4.05556,3.07258,56.3333,-17.6667,41.0,-23.3333,0.305472,-1.99758,N
149,92,0.0,1.22222,0.562964,2.33333,3.82222,23.6667,-1.66667,20.0,-18.3333,0.420973,-1.63778,P
92,89,0.0,2.0,1.26491,1.22222,0.958392,58.9259,-23.7778,46.5556,-22.7778,0.317871,-2.10876,N
169,66,0.0,2.0,2.08889,0.944445,0.418519,51.5926,-11.4444,28.8889,-17.4444,0.252103,-1.96125,N
96,130,0.0,0.555555,0.45542,1.22222,0.655461,2.40741,-5.88889,7.77778,-1.88889,0.931217,-2.36622,N
150,158,0.0,2.16667,1.63333,1.38889,0.418518,8.44444,-4.33333,11.3333,-7.0,0.503086,-1.94345,N
91,115,0.111111,1.72222,1.44074,3.88889,2.82963,19.9259,1.88889,12.5556,-14.4444,0.375321,-1.44096,P
108,130,0.0,0.944445,0.596297,1.0,0.666667,6.62963,5.44444,1.77778,-7.22222,0.501014,-0.764077,P
163,180,0.0,1.77778,1.18519,9.16667,63.9444,30.3704,-8.77778,17.8889,-9.11111,0.23849,-2.21709,N
189,39,0.0,1.05555,0.574136,0.777776,0.583728,124.185,-30.8889,48.4444,-17.5556,0.188391,-2.26811,N
207,58,0.0,0.777777,0.344266,0.888888,0.583728,110.37,-38.1111,53.2222,-15.1111,0.237567,-2.35727,N
231,123,0.0,0.666667,0.088889,0.388889,0.151852,5.81482,3.88889,3.22222,-7.11111,0.531746,-0.988413,P
147,193,0.0,6.61111,3.60504,7.05556,5.40953,51.7407,-15.5556,33.7778,-18.2222,0.275266,-2.08017,N
158,186,0.0,0.888889,0.340741,1.5,1.81111,12.0741,-8.22222,-3.88889,12.1111,0.428864,2.31952,N
14,71,0.0,13.0556,10.3825,21.8889,16.5364,31.8519,-18.8889,25.1111,-6.22222,0.395671,-2.40182,N
106,65,0.222222,2.22222,1.65552,2.27778,0.827759,60.6296,-20.8889,41.7778,-20.8889,0.287325,-2.09104,N
226,83,0.0,0.888889,0.518519,1.05555,0.507406,90.6296,-48.2222,78.7778,-30.5556,0.362062,-2.23905,N
65,70,0.0,0.666665,0.177776,1.11111,0.562963,112.519,-25.5556,45.7778,-20.2222,0.186099,-2.17166,N
133,141,0.0,0.111111,0.172133,0.111111,0.172133,0.074074,-0.222222,0.444444,-0.222222,0.222222,-2.0944,N
127,81,0.0,24.3333,442.178,22.1111,263.096,42.5556,-23.0,27.6667,-4.66667,0.366946,-2.47648,N
161,176,0.0,0.388889,0.151852,1.16667,0.388889,13.0,-8.66667,-3.66667,12.3333,0.407734,2.34062,N
66,160,0.0,3.0,4.04445,2.77778,0.429629,22.8519,-13.8889,26.1111,-12.2222,0.426014,-2.13873,N
32,240,0.0,1.27778,1.5408,2.27778,1.70511,12.1481,-7.11111,-8.44444,15.5556,0.470675,2.04387,N
170,159,0.111111,2.27778,1.42075,1.61111,1.18165,20.5185,-0.555556,5.44444,-4.88889,0.15128,-1.59668,N
212,239,0.0,1.94444,1.45169,2.33333,2.82056,10.3704,-8.11111,-2.11111,10.2222,0.445969,2.42638,N
52,170,0.0,0.555556,0.45542,0.944444,0.389683,25.4444,-16.0,-0.333333,16.3333,0.349112,2.60401,N
112,114,0.0,0.722222,0.062963,0.666667,0.044444,5.25926,3.88889,2.55556,-6.44444,0.534392,-0.91061,P
86,140,0.0,5.44444,4.76873,3.05556,2.67845,9.92593,-11.7778,15.5556,-3.77778,0.627944,-2.41782,N
70,122,0.0,3.66667,4.0332,4.11111,3.78104,19.8889,-6.0,15.6667,-9.66667,0.402492,-1.54021,N
2,44,0.0,2.16667,2.38889,2.38889,1.52963,18.7407,-4.22222,19.4444,-15.2222,0.457681,-1.75373,P
230,41,0.0,0.888891,0.68853,1.88889,1.24127,121.481,-33.7778,52.2222,-18.4444,0.206392,-2.2808,N
186,162,0.0,1.61111,0.596296,12.3889,66.8185,44.0741,-19.8889,31.7778,-11.8889,0.301508,-2.38667,N
81,158,0.0,2.83333,1.14444,1.44444,1.76296,21.037,-12.7778,23.8889,-11.1111,0.41916,-2.1427,N
40,35,0.0,0.722223,0.250923,1.05555,0.646928,69.4444,-23.0,47.6667,-24.6667,0.287488,-2.0742,N
235,196,0.0,1.66667,1.33333,2.22222,1.14827,47.2593,-16.4444,33.8889,-17.4444,0.294238,-2.07462,N
161,89,0.0,4.66667,5.11642,0.166667,0.278887,3.11111,-0.666667,2.0,-1.33333,0.097643,-1.89048,N
239,160,0.0,1.83333,0.922221,5.94444,4.5963,45.1481,-21.7778,39.5556,-17.7778,0.352126,-2.163,N
58,128,0.111111,2.94444,1.75647,2.44444,1.68215,16.4815,-19.1111,28.2222,-9.11111,0.613385,-2.3163,N
217,130,0.0,2.33333,2.53333,1.44444,0.474074,21.3704,-16.7778,31.5556,-14.7778,0.505441,-2.13492,N
40,73,0.111111,1.38889,1.08519,1.61111,2.50741,20.6296,-2.55556,18.4444,-15.8889,0.426973,-1.67546,P
184,91,0.0,1.22222,0.385186,0.388889,0.107408,24.0741,-18.8889,32.4444,-13.5556,0.48999,-2.20242,N
27,134,0.0,1.11111,0.981307,1.61111,1.06284,8.7037,-15.1111,21.5556,-6.44444,0.772831,-2.343,N
