V1,V2,V3,V4,Class
1.78,-0.77,5.58,1.3,1
5.2,0.33,0.18,1.18,1
-0.45,-1.37,7.09,-0.4,1
4.84,8.11,-2.95,-1.47,1
0.75,7.28,1.15,-0.54,1
5.12,8.56,-3.39,-1.55,1
3.62,-3.74,2.83,-0.71,1
0.04,8.52,1.45,-3.93,1
-2.65,10.14,-1.33,-5.47,1
0.38,0.71,0.76,-0.44,1
-0.96,0.09,6.22,-1.48,1
2.87,10.0,-3.2,-3.11,1
1.02,9.11,-0.62,-1.71,1
-2.71,11.45,2.11,-3.96,1
3.82,-3.11,2.45,0.52,1
2.8,2.12,1.84,0.38,1
3.54,6.71,-0.82,0.48,1
-0.71,8.72,2.22,-4.6,1
4.15,7.28,-2.48,-1.21,1
0.93,9.43,-0.66,-1.67,1
1.82,-6.48,8.05,-0.42,1
-2.45,12.62,0.74,-7.66,1
3.59,-3.1,2.81,0.24,1
0.66,9.66,-0.29,-1.66,1
4.79,1.71,-0.05,1.49,1
4.99,8.35,-2.54,-1.28,1
0.76,3.03,2.92,-0.07,1
4.65,7.63,-1.94,-0.38,1
-0.02,7.17,0.78,-0.76,1
0.86,0.01,6.6,-0.53,1
0.88,0.66,6.01,-0.43,1
4.04,-4.39,4.75,1.14,1
2.26,8.1,-0.25,-3.27,1
0.38,6.6,-0.33,-0.56,1
3.15,-5.17,6.6,0.57,1
2.4,0.24,4.85,1.44,1
4.71,2.08,-0.27,1.24,1
4.01,10.15,-3.94,-4.07,1
2.66,3.17,1.96,0.19,1
3.93,1.85,-0.02,1.23,1
0.02,8.69,1.4,-3.97,1
3.24,0.41,1.4,1.2,1
2.25,3.58,0.35,0.28,1
-1.4,3.32,-1.39,-2.0,2
0.39,-0.14,-0.03,0.35,2
-1.67,-7.15,7.89,0.97,2
-3.85,-12.8,15.68,-1.28,2
-3.57,-8.21,10.08,0.97,2
-2.28,-0.31,1.34,1.38,2
-1.76,2.74,-2.53,-2.23,2
-0.89,3.2,-1.82,-2.94,2
0.34,0.12,-0.29,0.15,2
-0.98,-6.66,5.82,0.55,2
-2.41,-9.14,9.34,-0.65,2
-1.52,-6.25,5.35,0.6,2
-0.61,-0.09,-0.32,0.5,2
-0.36,2.89,-3.65,-3.06,2
-5.9,6.57,0.68,-6.68,2
-1.82,2.75,-0.72,-2.35,2
-0.78,-1.88,2.4,1.13,2
-1.82,-9.04,9.02,-0.12,2
-3.58,-12.93,13.18,-2.57,2
-1.82,-6.88,5.47,0.06,2
-0.35,-0.39,-0.48,0.63,2
0.47,3.36,-4.51,-4.04,2
-3.41,4.86,-0.77,-4.87,2
-1.67,-0.3,1.42,0.02,2
-2.1,-7.11,6.62,-0.34,2
-2.67,-10.45,9.11,-1.73,2
-0.48,-4.35,1.99,0.75,2
1.06,1.19,-2.64,0.11,2
1.16,3.81,-4.94,-4.09,2
-4.48,7.37,-0.31,-6.78,2
-2.73,0.46,2.44,0.22,2
-2.29,-5.45,5.8,0.88,2
-1.62,-6.34,4.66,0.17,2
0.51,0.48,-1.98,0.58,2
1.64,4.25,-4.9,-2.66,2
0.82,4.84,-5.26,-6.08,2
-5.49,9.1,-0.39,-5.98,2
-3.22,2.79,0.32,-0.86,2
-2.06,-1.52,1.22,0.44,2
-0.91,-2.01,-0.2,0.07,2
0.6,1.93,-3.29,-0.32,2
0.91,3.34,-4.06,-1.67,2
-0.28,3.07,-3.39,-2.92,2
-3.61,3.32,-0.52,-3.57,2
-6.2,8.68,0.01,-3.7,2
-4.29,3.34,0.77,-1.0,2
-3.03,-0.06,0.69,-0.06,2
-1.7,-0.01,-0.99,-0.53,2
-0.64,2.48,-2.94,-1.03,2
-0.86,1.94,-2.37,-1.09,2
-2.07,1.05,-0.46,-1.1,2
-2.13,1.57,-0.08,-1.74,2
-1.26,-1.47,2.87,0.45,2
-3.11,-6.84,10.74,-1.02,2
-4.86,-5.9,10.98,-0.82,2
-2.59,3.86,-0.33,-1.28,2
0.24,1.47,-1.42,-0.58,2
-1.53,-5.1,6.68,0.18,2
-4.0,-13.5,17.68,-3.32,2
-4.02,-8.31,12.46,-1.44,2
-3.07,-0.53,2.39,0.78,2
-1.98,3.23,-1.36,-2.58,2
-0.43,-0.15,0.04,-0.16,2
-2.23,-7.03,7.49,0.61,2
-4.21,-12.47,14.97,-1.39,2
-3.81,-8.1,10.18,0.65,2
-2.59,-0.11,1.28,1.04,2
-2.25,3.09,-2.4,-2.67,2
-1.44,3.29,-1.97,-3.44,2
-0.39,-0.02,-0.07,-0.45,2
-1.52,-6.64,5.75,-0.11,2
-2.83,-9.04,9.07,-0.98,2
-1.73,-6.02,5.24,0.3,2
-0.94,0.04,-0.24,0.32,2
-0.9,3.0,-3.61,-3.45,2
-6.28,6.66,0.53,-7.01,2
-2.32,3.17,-1.0,-2.72,2
-1.34,-2.08,2.81,0.61,2
-2.26,-9.33,9.37,-0.86,2
-3.89,-12.85,12.8,-3.14,2
-1.9,-6.79,5.28,-0.32,2
-0.53,-0.25,-0.46,0.42,2
0.01,3.56,-4.41,-4.41,2
-3.88,4.9,-0.92,-5.08,2
-2.14,-0.17,1.32,-0.21,2
-2.48,-7.3,6.84,-0.59,2
-2.91,-10.07,8.42,-2.0,2
-0.61,-4.0,1.85,0.6,2
0.84,1.11,-2.47,-0.06,2
0.61,3.95,-4.77,-4.49,2
-4.89,7.05,-0.17,-6.96,2
-3.14,0.42,2.62,-0.06,2
-2.58,-5.66,6.1,0.65,2
-1.88,-6.59,4.85,-0.02,2
0.24,0.57,-1.94,0.44,2
1.3,4.29,-4.85,-2.9,2
0.26,5.01,-5.04,-6.39,2
-5.87,9.18,-0.27,-6.04,2
-3.46,2.69,0.16,-1.02,2
-2.38,-1.44,1.13,0.16,2
-1.24,-1.72,-0.53,-0.21,2
0.2,1.92,-3.28,-0.62,2
0.6,3.5,-3.98,-1.78,2
-0.78,3.23,-3.28,-3.1,2
-4.14,3.46,-0.48,-3.89,2
-6.51,8.77,0.23,-3.94,2
-4.5,3.43,0.56,-1.17,2
-3.31,0.1,0.55,-0.3,2
-1.94,0.38,-1.29,-0.82,2
-0.76,2.54,-3.05,-1.26,2
-0.95,1.98,-2.32,-1.2,2
-2.22,1.47,-0.73,-1.17,2
-2.8,1.97,-0.42,-2.11,2
-1.86,-0.85,2.54,0.1,2
-3.59,-6.23,10.24,-1.15,2
-5.12,-5.31,10.38,-1.06,2
-3.28,4.04,-0.45,-1.82,2
-0.57,1.42,-1.42,-1.12,2
-2.35,-4.84,6.65,-0.06,2
-4.49,-13.29,17.31,-3.22,2
-4.39,-7.73,11.97,-1.45,2
-3.36,-0.33,2.13,0.6,2
-1.01,3.0,-1.17,-1.62,2
0.03,-1.05,1.4,0.77,2
-1.65,-8.5,9.11,1.24,2
-3.27,-12.74,15.56,-0.14,2
-2.57,-6.84,9.0,2.13,2
-1.31,0.25,0.76,1.78,2
-1.66,3.29,-2.27,-2.22,2
-0.55,2.87,-1.65,-2.43,2
0.21,-0.7,0.88,0.3,2
-0.77,-7.45,6.49,0.36,2
-1.84,-9.09,9.24,-0.1,2
-0.63,-5.13,4.56,1.48,2
0.0,0.63,-0.64,0.76,2
-0.29,3.18,-3.58,-3.19,2
-5.24,6.63,-0.2,-6.86,2
-1.44,2.14,-0.47,-1.67,2
-0.66,-2.8,3.71,1.0,2
-1.54,-10.15,9.62,-1.23,2
-2.9,-12.02,11.92,-2.76,2
-0.82,-5.74,4.39,0.32,2
0.5,0.65,-1.18,0.4,2
0.74,3.64,-4.4,-4.14,2
-2.92,4.05,-0.46,-4.03,2
-1.39,-1.38,2.31,-0.02,2
-1.79,-8.12,7.09,-1.21,2
-1.73,-9.28,7.72,-1.72,2
0.55,-3.46,1.7,1.1,2
2.03,1.85,-3.01,0.0,2
1.23,4.03,-4.64,-3.91,2
-4.22,6.27,0.16,-5.55,2
-2.54,-0.77,3.36,0.0,2
-1.75,-6.33,6.1,0.14,2
-0.54,-5.17,3.44,0.05,2
1.56,0.9,-1.97,0.66,2
2.39,4.56,-4.99,-2.9,2
0.9,4.77,-4.84,-5.59,2
-5.48,8.18,0.28,-5.03,2
-2.88,1.77,0.69,-0.46,2
-1.42,-2.25,1.52,0.62,2
0.43,-0.95,-1.07,0.32,2
1.59,2.21,-3.12,-0.12,2
1.74,3.68,-4.01,-1.72,2
-0.23,3.24,-3.07,-2.78,2
-3.62,4.0,-0.36,-3.9,2
-6.15,7.93,0.62,-3.26,2
-3.92,2.66,0.79,-0.78,2
-2.22,-0.24,0.56,0.06,2
-0.49,0.89,-1.63,-0.57,2
0.26,2.41,-2.84,-0.6,2
-0.1,1.82,-2.22,-0.57,2
-1.62,1.09,-0.36,-0.6,2
-1.84,1.25,0.27,-1.07,2
-1.28,-2.41,4.57,0.48,2
-2.9,-7.66,11.83,-0.84,2
-4.38,-5.52,10.94,-0.41,2
-2.05,3.84,-0.8,-1.21,2
0.19,0.7,-0.51,0.01,2
-1.73,-6.84,8.95,0.68,2
-3.38,-13.77,17.93,-2.03,2
-3.13,-7.11,11.39,-0.08,2
-2.12,-0.06,1.95,1.35,2
-1.77,3.43,-1.21,-2.38,2
-0.0,0.14,-0.2,0.01,2
-1.68,-6.81,7.14,1.33,2
-3.49,-12.17,14.37,-0.62,2
-3.12,-8.63,10.44,0.97,2
-2.09,-0.48,1.7,1.74,2
-1.69,2.78,-2.18,-1.93,2
-1.28,3.27,-1.77,-3.26,2
-0.09,0.39,-0.33,-0.14,2
-1.03,-6.39,5.53,0.8,2
-2.21,-9.11,9.0,-0.28,2
-1.07,-6.31,5.36,0.8,2
-0.51,-0.24,0.02,0.76,2
-0.36,3.04,-3.48,-2.78,2
-6.4,6.45,1.08,-6.62,2
-2.25,3.31,-0.88,-2.9,2
-1.19,-1.25,2.26,0.77,2
-1.81,-8.81,8.71,-0.22,2
-3.39,-12.99,13.05,-2.72,2
-1.41,-7.11,5.64,0.31,2
-0.21,-0.68,0.1,1.2,2
0.49,3.57,-4.39,-3.81,2
-3.82,5.14,-0.65,-5.43,2
-1.96,0.21,1.25,-0.37,2
-2.18,-6.45,6.03,-0.21,2
-2.33,-9.95,8.48,-1.87,2
0.0,-4.01,1.8,0.92,2
1.35,1.06,-2.34,0.4,2
1.23,3.89,-4.83,-4.01,2
-5.03,7.5,-0.13,-7.5,2
-3.08,0.61,2.7,-0.24,2
-2.3,-5.23,5.63,0.92,2
-1.24,-6.54,4.82,-0.03,2
0.76,0.29,-1.65,0.84,2
1.68,4.21,-4.54,-2.39,2
0.64,5.2,-5.22,-6.12,2
-6.06,9.3,-0.44,-6.37,2
-3.52,2.88,0.16,-1.21,2
-2.03,-1.41,1.16,0.36,2
-0.7,-1.77,-0.34,-0.12,2
0.75,1.92,-3.11,-0.2,2
0.85,3.48,-3.63,-1.4,2
-0.56,3.21,-3.31,-2.8,2
-3.68,3.22,-0.69,-3.4,2
-6.75,8.82,-0.06,-3.72,2
-4.58,3.45,0.67,-0.95,2
-2.99,0.31,0.45,0.07,2
-1.48,0.14,-1.16,-0.49,2
-0.47,2.34,-2.98,-1.04,2
-0.87,1.65,-2.2,-0.78,2
-2.12,1.18,-0.56,-0.81,2
-2.31,2.08,-0.47,-1.68,2
-1.42,-0.99,2.36,0.4,2
-3.09,-6.64,10.54,-0.89,2
-4.73,-6.18,11.39,-1.07,2
-2.88,3.9,-0.19,-1.17,2
-0.04,1.52,-1.41,-0.76,2
-1.71,-4.78,6.21,0.4,2
-3.82,-13.06,16.96,-2.31,2
-3.72,-8.51,12.36,-0.96,2
-2.9,-0.6,2.6,1.38,2
-0.98,2.8,-1.23,-1.57,2
-0.17,-1.18,1.38,0.73,2
-1.94,-8.68,9.15,0.94,2
-3.57,-12.49,14.89,-0.47,2
-2.99,-6.63,8.65,1.82,2
-1.85,0.31,0.77,1.42,2
-2.27,3.3,-2.26,-2.46,2
-0.51,2.87,-1.81,-2.26,2
0.14,-1.09,1.0,0.49,2
-0.91,-7.9,6.78,0.34,2
-2.0,-9.37,9.33,-0.1,2
-0.94,-5.1,4.54,1.39,2
-0.41,0.54,-0.53,0.66,2
-0.82,3.38,-3.67,-3.46,2
-4.84,6.68,-0.24,-6.58,2
-1.28,2.14,-0.48,-1.4,2
-0.66,-3.23,3.81,1.18,2
-1.77,-10.77,10.22,-1.0,2
-3.01,-12.24,11.96,-2.16,2
-1.1,-5.84,4.56,0.69,2
0.12,0.39,-0.98,0.43,2
0.12,3.74,-4.44,-4.37,2
-2.73,3.92,-0.49,-3.64,2
-1.24,-1.69,2.52,0.52,2
-1.84,-8.65,7.68,-0.67,2
-1.86,-9.6,7.78,-0.98,2
0.16,-3.36,1.38,1.36,2
1.51,1.96,-3.06,-0.12,2
0.68,4.12,-4.57,-4.14,2
-3.99,5.83,0.55,-4.94,2
-2.39,-0.78,3.01,0.76,2
-1.8,-6.77,6.68,0.9,2
-0.71,-5.56,4.05,0.9,2
1.02,1.1,-2.3,0.59,2
1.79,4.78,-5.14,-3.24,2
0.27,4.88,-4.92,-5.82,2
-5.17,8.04,0.04,-4.5,2
-2.7,1.63,0.84,-0.09,2
-1.49,-2.22,1.6,0.89,2
-0.02,-1.02,-0.94,0.65,2
0.89,2.26,-3.1,-0.12,2
1.06,3.7,-4.16,-1.94,2
-0.85,3.13,-3.01,-2.94,2
-3.96,4.03,-0.36,-3.9,2
-5.88,7.66,0.56,-2.92,2
-3.78,2.52,0.83,-0.31,2
-2.42,-0.24,0.7,0.42,2
-0.84,0.8,-1.64,-0.19,2
-0.3,2.65,-2.78,-0.66,2
-0.6,1.72,-2.15,-0.77,2
-2.11,1.18,-0.53,-0.83,2
-2.04,1.23,0.19,-1.09,2
-1.56,-2.21,4.26,0.28,2
-3.23,-7.21,11.64,-0.95,2
-4.84,-4.99,10.4,-0.53,2
-2.32,3.67,-0.7,-1.25,2
-0.12,0.6,-0.39,-0.06,2
-2.01,-6.72,9.02,0.1,2
-3.7,-13.68,17.58,-2.62,2
-3.6,-6.54,10.52,-0.49,2
-2.63,0.18,1.8,0.97,2
-0.83,2.96,-1.29,-1.46,2
0.32,-0.99,1.1,0.89,2
-1.44,-8.44,8.85,0.97,2
-3.14,-13.04,15.68,-0.66,2
-2.54,-6.96,8.8,1.53,2
-1.37,0.18,0.9,1.58,2
-1.71,3.31,-2.28,-2.2,2
-0.42,2.91,-1.79,-2.21,2
0.38,-0.82,0.78,0.74,2
-0.55,-7.92,6.72,0.74,2
-1.6,-9.58,9.4,0.08,2
-0.37,-5.55,4.78,1.55,2
0.12,0.22,-0.47,0.97,2
-0.27,3.27,-3.56,-3.09,2
-5.12,6.65,-0.05,-6.52,2
-1.4,2.31,-0.44,-1.49,2
-0.7,-3.38,4.12,1.5,2
-1.48,-10.52,9.92,-0.5,2
-2.66,-12.81,12.67,-1.91,2
-0.63,-6.3,4.78,1.11,2
0.52,0.26,-0.84,0.96,2
0.64,3.76,-4.47,-4.05,2
-2.98,4.2,-0.59,-3.96,2
-1.46,-1.57,2.44,0.5,2
-1.71,-8.79,7.97,-0.46,2
-1.56,-9.88,8.11,-1.08,2
0.74,-3.77,1.61,1.58,2
2.02,1.8,-2.96,0.21,2
1.16,3.91,-4.55,-3.87,2
-4.37,6.07,0.57,-5.47,2
-2.59,-1.06,3.9,0.78,2
-1.8,-6.81,6.7,1.17,2
-0.72,-5.72,3.83,1.02,2
1.44,0.67,-2.03,1.03,2
2.19,4.55,-4.98,-2.72,2
0.74,4.85,-4.8,-5.67,2
-5.64,8.13,0.13,-5.01,2
-3.02,1.78,0.74,-0.45,2
-1.67,-2.09,1.58,0.71,2
-0.13,-1.15,-0.95,0.58,2
1.22,2.1,-3.2,0.13,2
1.45,3.61,-4.06,-1.6,2
-0.41,3.1,-2.96,-2.69,2
-3.9,3.82,-0.31,-3.82,2
-6.37,8.01,0.42,-3.22,2
-4.14,2.78,0.68,-0.72,2
-2.69,-0.1,0.62,0.06,2
-1.06,0.8,-1.7,-0.47,2
-0.3,2.48,-2.95,-0.66,2
-0.5,1.77,-2.25,-0.68,2
-1.99,1.0,-0.29,-0.7,2
-1.94,1.57,0.05,-1.12,2
-1.44,-1.86,4.03,0.55,2
-3.19,-7.58,11.87,-0.58,2
-4.68,-5.66,10.97,-0.33,2
-2.03,3.85,-0.63,-1.18,2
0.27,0.73,-0.68,0.04,2
-1.76,-6.46,8.48,0.32,2
-3.6,-13.66,17.6,-2.49,2
-3.36,-7.24,11.44,-0.57,2
-2.36,-0.11,1.93,1.14,2
-2.18,3.38,-1.23,-2.66,2
-0.41,-0.16,0.06,-0.09,2
-2.29,-7.26,7.96,0.92,2
-4.02,-12.8,15.62,-0.96,2
-3.39,-8.22,10.33,0.98,2
-2.0,-0.5,1.33,1.65,2
-1.71,2.8,-2.38,-2.35,2
-1.64,3.36,-1.73,-3.56,2
-0.42,0.32,-0.34,-0.36,2
-1.59,-6.61,5.8,0.32,2
-2.6,-9.35,9.79,-0.28,2
-1.52,-6.48,5.76,0.87,2
-0.53,-0.1,-0.22,1.04,2
-0.49,2.84,-3.64,-3.1,2
-6.58,6.8,0.86,-7.53,2
-2.46,2.76,-0.63,-2.86,2
-1.4,-1.92,2.52,0.6,2
-2.32,-9.33,9.23,-0.8,2
-3.73,-12.97,12.98,-2.68,2
-1.7,-7.12,5.79,0.17,2
-0.27,-0.65,-0.42,0.89,2
0.33,3.31,-4.51,-4.01,2
-4.21,4.73,-0.49,-5.22,2
-2.31,-0.68,1.98,-0.45,2
-2.48,-7.45,6.9,-0.64,2
-2.76,-10.51,9.02,-1.96,2
-0.36,-4.45,2.11,0.94,2
1.01,0.9,-2.35,0.43,2
0.97,3.84,-4.93,-4.13,2
-5.2,7.26,0.07,-7.3,2
-3.32,-0.03,2.96,-0.45,2
-2.56,-5.79,6.01,0.05,2
-1.6,-6.57,4.77,-0.94,2
0.7,0.17,-1.79,0.36,2
1.73,3.95,-4.74,-2.5,2
0.68,4.85,-5.21,-6.1,2
-6.34,9.28,0.01,-6.78,2
-3.8,2.43,0.68,-1.09,2
-2.2,-2.12,1.72,0.45,2
-0.88,-2.21,-0.05,0.1,2
0.74,1.73,-3.2,-0.15,2
0.98,3.42,-3.97,-1.71,2
-0.35,3.19,-3.4,-3.18,2
-3.86,3.52,-0.38,-3.86,2
-6.96,8.99,0.22,-4.57,2
-4.75,3.12,1.08,-1.3,2
-3.2,-0.14,0.98,0.05,2
-1.76,-0.08,-0.76,-0.37,2
-0.6,2.48,-2.87,-0.9,2
-0.9,2.03,-2.37,-1.27,2
-2.08,1.28,-0.64,-1.26,2
-3.28,1.8,0.18,-2.39,2
-2.22,-1.25,3.0,0.36,2
-3.59,-6.57,10.52,-0.16,2
-5.05,-5.8,11.24,-0.39,2
-3.57,3.94,-0.08,-2.12,2
-0.74,1.74,-1.49,-1.16,2
-2.26,-4.74,6.35,0.11,2
-4.24,-13.06,17.11,-2.8,2
-4.02,-8.3,12.56,-1.51,2
-3.02,-0.67,2.71,0.86,2
-2.49,3.54,-1.37,-2.85,2
-0.83,0.04,0.05,-0.23,2
-2.57,-6.88,7.54,0.71,2
-4.4,-12.94,15.66,-1.68,2
-3.76,-8.29,10.3,0.38,2
-2.47,-0.4,1.49,1.12,2
-1.97,2.88,-2.31,-2.37,2
-2.02,3.69,-1.94,-3.89,2
-0.82,0.65,-0.49,-0.53,2
-1.79,-6.35,5.62,0.43,2
-2.91,-9.47,9.77,-0.6,2
-1.83,-6.59,5.64,0.55,2
-0.87,-0.03,-0.2,0.56,2
-0.7,2.96,-3.6,-3.15,2
-6.74,6.99,0.68,-7.59,2
-2.77,3.28,-0.94,-3.15,2
-1.66,-1.37,2.0,0.52,2
-2.44,-9.25,8.99,-0.5,2
-3.79,-12.71,12.8,-2.82,2
-1.96,-6.98,5.54,-0.13,2
-0.69,-0.5,-0.35,0.48,2
0.02,3.4,-4.43,-4.27,2
-4.4,4.96,-0.65,-5.47,2
-2.46,-0.24,1.4,-0.46,2
-2.62,-6.86,6.22,-0.62,2
-2.97,-10.33,8.78,-2.11,2
-0.72,-4.44,2.22,0.5,2
0.6,1.0,-2.21,0.1,2
0.62,3.89,-4.73,-4.39,2
-5.44,7.24,0.11,-7.56,2
-3.58,0.46,2.35,-0.46,2
-2.78,-5.7,5.92,0.38,2
-1.84,-6.76,5.06,-0.55,2
0.3,0.17,-1.75,0.49,2
1.34,4.13,-4.7,-2.6,2
0.27,4.99,-5.15,-6.39,2
-6.52,9.6,-0.25,-6.96,2
-4.07,2.5,0.8,-1.1,2
-2.56,-1.7,1.5,0.33,2
-1.34,-1.92,-0.16,-0.12,2
0.24,2.09,-3.35,-0.67,2
0.62,3.68,-4.08,-2.07,2
-0.78,3.4,-3.49,-3.56,2
-4.12,3.79,-0.65,-4.18,2
-7.04,9.2,0.26,-4.68,2
-4.95,3.57,0.83,-1.5,2
-3.54,0.3,0.66,-0.3,2
-2.07,0.17,-1.0,-0.83,2
-0.89,2.81,-3.14,-1.2,2
-1.09,2.31,-2.52,-1.44,2
-2.45,1.63,-0.88,-1.48,2
-3.55,1.9,0.19,-2.44,2
-2.28,-0.86,2.72,0.04,2
-3.6,-5.97,10.09,-0.83,2
-5.07,-5.19,10.43,-0.87,2
-3.92,4.07,-0.24,-2.12,2
-1.13,1.85,-1.36,-1.38,2
-2.46,-4.56,6.45,-0.06,2
-4.48,-13.03,17.08,-3.03,2
-4.2,-8.18,12.13,-1.6,2
-3.38,-0.71,2.53,0.72,2
-2.44,3.6,-1.42,-2.9,2
-0.78,0.13,-0.03,-0.35,2
-2.71,-6.83,7.53,0.59,2
-4.55,-12.58,15.44,-1.5,2
-3.89,-7.83,9.82,0.48,2
-2.51,-0.23,1.49,1.21,2
-2.16,3.02,-2.41,-2.42,2
-1.9,3.51,-1.78,-3.85,2
-0.62,0.56,-0.39,-0.66,2
-1.84,-6.3,5.65,0.2,2
-3.0,-9.16,9.58,-0.73,2
-1.91,-6.16,5.61,0.48,2
-1.0,0.08,-0.25,0.46,2
-0.88,3.26,-3.68,-3.29,2
-6.65,6.79,0.69,-7.59,2
-2.55,3.11,-0.83,-3.04,2
-1.44,-1.43,2.11,0.42,2
-2.46,-9.04,8.86,-0.87,2
-3.94,-12.88,13.06,-3.31,2
-2.12,-6.9,5.6,-0.47,2
-0.74,-0.33,-0.43,0.23,2
-0.07,3.74,-4.54,-4.25,2
-4.23,4.92,-0.49,-5.32,2
-2.37,-0.44,1.69,-0.43,2
-2.55,-7.36,6.93,-0.67,2
-3.1,-10.46,8.97,-2.34,2
-0.9,-4.49,2.2,0.51,2
0.56,1.0,-2.27,-0.01,2
0.54,3.89,-4.82,-4.34,2
-5.3,7.39,0.03,-7.4,2
-3.36,0.36,2.65,-0.38,2
-2.79,-5.71,5.95,0.46,2
-2.0,-6.61,4.82,-0.42,2
0.15,0.12,-1.68,0.6,2
1.21,4.07,-4.76,-2.61,2
0.3,4.89,-5.15,-6.23,2
-6.42,9.53,0.02,-6.85,2
-3.99,2.62,0.63,-1.16,2
-2.66,-1.61,1.36,0.16,2
-1.41,-2.12,-0.1,-0.19,2
0.11,1.97,-3.37,-0.65,2
0.52,3.64,-4.08,-1.99,2
-0.77,3.46,-3.44,-3.43,2
-3.97,3.68,-0.6,-4.01,2
-7.04,9.29,0.17,-4.54,2
-4.94,3.3,1.06,-1.44,2
-3.59,0.23,0.71,-0.33,2
-2.17,0.12,-1.05,-0.86,2
-0.96,2.7,-3.12,-1.31,2
-1.08,2.2,-2.59,-1.28,2
-2.33,1.44,-0.82,-1.29,2
-3.72,1.9,-0.04,-2.51,2
-2.57,-0.96,2.71,-0.17,2
-3.93,-6.08,10.1,-1.01,2
-5.29,-5.15,10.33,-1.12,2
-3.9,4.04,-0.3,-2.18,2
-1.22,1.75,-1.48,-1.42,2
-2.64,-4.42,5.98,-0.14,2
-4.63,-12.75,16.72,-3.22,2
-4.29,-7.86,11.84,-1.9,2
-3.35,-0.5,2.63,0.54,2
-1.12,3.34,-1.35,-1.96,2
0.56,-0.31,0.18,0.45,2
-1.51,-7.32,7.9,1.23,2
-3.51,-12.57,15.16,-0.75,2
-2.95,-8.27,10.26,1.16,2
-1.6,-0.39,1.62,1.91,2
-1.27,2.82,-2.43,-1.89,2
-0.49,3.06,-1.84,-2.83,2
0.66,-0.05,-0.19,0.23,2
-0.72,-6.76,5.84,0.62,2
-2.0,-9.5,9.68,-0.13,2
-0.97,-6.42,5.6,1.03,2
-0.02,-0.17,-0.11,1.22,2
0.06,2.93,-3.55,-2.67,2
-5.52,6.33,0.9,-6.62,2
-1.29,2.67,-0.84,-2.03,2
-0.24,-1.78,2.13,1.24,2
-1.4,-9.67,9.46,-0.35,2
-2.97,-13.29,13.47,-2.63,2
-1.1,-7.25,6.01,0.37,2
0.22,-0.52,-0.4,1.2,2
0.9,3.37,-4.5,-3.7,2
-2.86,4.52,-0.58,-4.26,2
-1.08,-0.31,1.28,0.41,2
-1.57,-7.24,6.55,-0.13,2
-2.05,-10.87,9.49,-1.41,2
0.24,-4.51,2.12,1.44,2
1.58,0.87,-2.31,0.82,2
1.55,3.8,-4.91,-3.75,2
-4.15,7.12,-0.08,-6.42,2
-2.26,-0.1,2.81,0.49,2
-1.75,-5.82,5.87,1.21,2
-0.96,-6.71,4.99,0.33,2
1.34,0.24,-1.88,1.33,2
2.23,4.1,-4.8,-2.11,2
1.26,4.87,-5.29,-5.87,2
-5.39,9.12,-0.42,-5.92,2
-2.98,2.34,0.53,-0.4,2
-1.58,-2.16,1.71,0.9,2
-0.22,-2.2,-0.1,0.56,2
1.32,1.9,-3.31,0.06,2
1.49,3.43,-4.03,-1.43,2
0.12,3.22,-3.43,-2.85,2
-3.39,3.36,-0.72,-3.52,2
-6.16,8.71,-0.22,-3.63,2
-4.08,2.92,0.87,-0.65,2
-2.59,-0.39,0.93,0.43,2
-1.01,-0.19,-0.91,0.0,2
0.07,2.49,-2.94,-0.62,2
-0.25,1.94,-2.47,-0.8,2
-1.57,1.06,-0.71,-0.84,2
-2.17,1.59,0.04,-1.68,2
-1.17,-1.42,2.92,0.66,2
-2.84,-6.63,10.48,-0.42,2
-4.5,-5.81,10.89,-0.53,2
-2.41,3.74,-0.4,-1.3,2
0.41,1.35,-1.45,-0.56,2
-1.39,-4.88,6.48,0.34,2
-3.75,-13.46,17.59,-2.78,2
-3.56,-8.38,12.39,-1.28,2
-2.54,-0.66,2.68,1.2,2
