V1,V2,V3,V4,V5,Class
0.452,-0.235,-1.052,-0.604,-0.233,1
-0.672,0.472,0.365,0.002,-0.422,1
2.603,-0.882,-0.96,-0.595,-0.222,1
-0.334,-0.97,0.488,1.311,3.298,2
1.331,0.184,-0.537,-0.321,-0.273,1
-0.14,-0.065,1.155,0.509,1.6,2
-0.46,1.435,0.672,-0.013,-0.473,1
-0.409,1.566,-1.318,-0.8,-0.347,1
0.277,-0.461,-0.968,-0.409,-0.004,1
-0.638,-0.726,0.044,2.365,-1.986,2
0.958,-0.074,-0.374,-0.687,-0.859,1
1.0,0.63,-1.236,-0.838,1.477,1
1.225,-0.553,-0.653,-0.333,-0.412,1
-0.892,-1.241,-0.616,0.105,-0.137,1
-0.806,-0.522,0.57,1.624,-0.137,1
0.609,-0.048,-1.117,-0.623,0.013,1
-0.238,-0.322,1.118,-1.207,0.56,2
0.038,0.466,1.657,-1.163,-0.516,2
0.194,1.628,0.044,-0.006,-0.434,2
-0.833,-1.061,-0.337,1.77,-1.937,1
2.021,-1.764,-0.601,-0.265,-0.301,1
-0.233,-0.285,1.527,-1.005,0.789,1
-0.686,-0.198,-1.114,0.159,-0.137,1
-0.199,-0.593,1.256,1.087,-1.054,2
-0.752,-1.069,-0.153,1.482,-2.073,2
-0.158,0.193,-1.21,-0.713,-0.582,1
-0.416,1.708,0.129,0.103,0.284,1
1.145,-0.018,-1.076,-0.324,0.03,1
-0.576,1.548,-1.357,0.182,-0.454,1
-0.662,-1.075,-0.058,2.208,-0.137,1
0.388,0.944,0.047,1.12,-0.778,1
-0.436,0.35,1.56,-1.16,-0.753,2
-0.282,2.651,-1.535,-0.082,-0.421,1
0.448,0.705,-0.312,0.304,1.021,1
-0.722,0.081,-1.722,-0.895,0.201,1
-0.38,-0.531,1.399,-1.409,0.769,2
-0.626,0.517,-0.11,-0.166,-0.337,1
1.195,1.123,-1.233,-0.688,-0.342,1
2.464,-1.753,-0.944,-0.404,-0.026,1
-0.715,-0.691,0.777,1.079,2.849,2
-0.824,-0.962,-1.378,2.34,-1.443,1
-0.548,0.1,2.067,-1.377,-0.695,1
0.3,-1.086,-1.968,1.378,2.02,2
-0.453,2.422,-1.452,-0.802,-0.399,1
0.669,0.423,0.994,-1.038,-0.411,2
-0.636,-0.378,1.462,0.835,-1.003,1
0.019,0.986,-0.266,-0.137,-0.496,1
-0.559,-0.87,1.28,0.982,0.841,1
-0.163,0.91,0.278,0.958,-0.888,1
0.474,0.021,1.751,-1.134,-0.47,1
-0.74,0.182,1.843,-1.414,-0.137,1
-0.539,-0.484,-2.796,-1.083,-0.648,1
-0.66,-0.752,1.988,1.207,1.705,2
-0.85,-0.879,-0.525,0.219,-0.137,2
-0.299,1.941,-1.295,-0.781,0.188,1
2.398,-1.078,-0.53,-0.315,-0.269,1
-0.695,-0.087,-0.144,0.726,1.916,2
-0.632,-0.852,-0.424,1.131,1.185,2
-0.706,-0.768,0.778,0.281,-0.137,2
-0.652,-0.468,0.022,2.059,-0.137,2
0.082,0.788,0.74,1.186,-0.632,2
-0.611,-0.496,0.824,3.047,-1.554,2
1.461,0.992,-1.36,0.254,-0.53,1
-0.597,-0.911,1.228,1.262,2.514,2
0.203,-0.067,1.332,0.464,0.606,2
-0.164,-0.709,1.155,1.677,1.334,2
-0.499,0.591,0.967,-1.063,-0.137,1
-0.795,-0.742,0.795,0.991,-0.137,1
1.531,-0.441,-0.975,-0.37,0.044,1
-0.657,-0.304,1.449,-1.705,-0.771,1
-0.493,-0.405,1.908,-1.521,-0.681,1
0.585,1.162,0.353,0.351,-0.462,2
0.018,-1.042,0.488,1.956,1.782,2
-0.49,0.739,-1.35,-0.867,0.372,1
-0.837,-0.999,0.007,0.441,-0.137,2
-0.628,-0.822,1.613,0.691,2.289,2
-0.652,-0.794,-0.177,-0.957,2.55,1
-0.584,-0.294,1.9,-1.285,0.694,2
0.023,-0.211,0.614,-1.912,2.475,2
-0.75,-0.625,1.099,0.946,-1.227,2
-0.745,-0.193,1.155,-1.146,-0.137,1
-0.828,-1.129,-0.318,1.826,1.865,1
-0.702,-1.084,-0.122,1.551,1.653,2
1.845,-0.714,-0.953,-0.409,-0.059,1
-0.62,-0.376,1.086,-1.245,-0.757,2
-0.217,0.506,-0.324,-0.719,-0.321,1
-0.691,-0.813,-0.06,0.701,1.506,2
-0.651,1.655,-0.11,0.388,-0.137,1
-0.052,-0.347,-1.103,-0.654,-0.137,1
-0.065,0.491,-1.238,-0.676,0.047,1
0.729,0.127,-1.134,-0.654,0.05,1
-0.156,2.248,-1.437,0.282,0.54,2
-0.47,1.708,-1.515,0.49,1.401,1
-0.581,1.908,-1.289,-0.772,-0.377,1
0.249,0.592,-1.105,-0.676,-0.283,1
-0.522,-0.076,0.847,0.362,-0.96,1
-0.703,-0.074,0.16,0.906,-0.954,1
-0.642,-0.823,-0.381,1.278,1.094,2
1.421,-0.038,-0.278,-0.061,-0.371,1
0.315,-0.055,0.42,0.041,0.278,2
0.206,0.029,-0.486,-0.636,-0.001,1
1.612,-1.919,-0.965,-0.616,-0.249,1
0.372,-0.701,2.166,-1.262,-0.557,2
-1.143,-1.857,-1.617,1.061,-1.324,1
-0.641,1.021,1.112,-1.271,-0.603,1
-0.273,1.223,-0.194,-0.069,-0.386,1
-0.865,-0.982,0.404,1.838,-0.137,1
-0.435,-0.762,1.55,0.512,1.946,2
-0.767,-0.775,0.808,0.62,-0.94,2
-0.251,1.422,0.212,1.105,-0.763,2
0.594,0.181,0.16,0.366,2.092,2
-0.576,0.06,0.211,-0.875,0.787,1
1.296,-0.436,-1.177,0.051,-0.708,1
2.264,-0.746,-0.657,-0.368,-0.24,1
-0.528,0.04,0.135,0.527,0.634,2
-0.092,1.163,-1.498,-0.815,-0.388,1
-0.111,2.223,-1.382,-0.144,-0.48,1
1.781,-1.147,-0.672,-0.295,-0.249,1
-0.681,0.236,1.386,0.775,1.919,1
-0.665,-0.772,-0.091,0.746,1.949,2
-0.234,1.836,-1.506,0.059,1.602,1
-0.63,0.96,0.083,1.236,-0.855,2
-0.178,2.29,-1.37,-0.789,0.469,1
-0.521,0.67,0.43,-1.053,-0.137,1
-0.655,-1.106,-0.167,2.292,-1.517,1
-0.244,0.594,0.468,0.635,2.026,1
-0.748,-0.331,1.846,-1.38,-0.137,1
0.265,0.951,0.83,-0.873,-0.377,2
-0.674,-0.277,0.628,-1.2,-1.063,1
-0.268,-0.433,1.051,0.668,-1.104,1
-0.629,-0.784,-0.038,1.051,-0.137,1
2.076,-0.983,-0.982,-0.601,0.07,1
-0.342,1.438,0.708,0.28,-0.137,1
-0.142,0.289,0.259,-1.039,2.674,1
0.485,0.8,-1.211,-0.723,-0.322,1
-0.81,-0.627,-0.062,1.477,-0.137,1
-0.505,0.767,-0.122,-0.056,-0.402,1
-0.563,-0.651,-0.192,1.704,-1.944,2
1.611,-1.036,-0.928,-0.416,-0.054,1
-0.706,-0.266,1.606,-1.349,-0.137,1
-0.642,0.059,1.169,0.429,-0.73,1
-0.714,0.101,1.143,0.369,-0.137,1
-0.723,-0.728,0.286,0.342,2.142,2
-0.676,-0.946,0.89,1.231,1.066,1
-0.365,1.657,-1.378,-0.873,-0.137,1
1.984,-0.92,-0.619,-0.318,-0.226,1
-0.655,-0.781,0.121,2.097,-1.364,1
-1.146,-0.941,-0.111,1.773,-2.368,2
-0.568,-0.786,1.928,0.546,0.517,1
2.528,-1.116,-0.992,-0.715,-0.362,1
-0.447,1.35,0.769,0.38,-0.137,1
1.802,-1.147,-0.656,-0.305,-0.24,1
-0.411,-0.284,1.095,-1.042,-0.487,1
-0.129,-0.968,0.152,-0.84,-0.307,1
-0.698,0.024,1.966,-1.252,0.666,1
-1.449,-2.349,0.304,-1.165,-0.692,2
-0.353,-0.081,0.184,0.461,-1.369,2
1.968,-0.37,-0.388,-0.635,-0.239,1
-0.707,-1.046,-0.182,0.791,-0.137,1
-0.601,0.088,1.221,-1.206,-0.137,2
-0.805,-0.62,-0.442,1.051,-0.137,2
-0.279,2.353,-1.593,-0.858,-0.503,1
1.392,-0.839,-0.942,-0.576,-0.202,1
-0.655,-1.106,-0.167,2.292,-1.517,1
1.522,0.414,0.275,-0.877,-0.355,1
-0.709,-0.951,-0.02,0.687,-0.137,2
-0.69,-0.353,1.525,0.809,-0.749,1
1.852,-1.138,-0.661,-0.297,-0.243,1
-0.721,0.128,0.894,-1.157,-0.478,1
-0.368,1.672,-1.49,-0.849,-0.446,1
-0.789,-0.291,-0.152,1.121,-0.137,2
-0.227,1.552,-1.477,-0.798,-0.367,1
-0.082,0.291,-1.173,-0.644,0.0,1
1.672,-0.718,-0.947,-0.362,-0.222,1
-0.855,-0.998,0.067,0.342,0.694,1
-0.054,1.24,0.748,0.31,1.314,2
-0.588,-0.698,-0.436,0.895,1.007,2
0.004,-0.254,1.228,0.914,2.252,2
0.361,-0.035,-1.068,-0.612,-0.234,1
-0.761,-0.453,1.511,-1.551,-0.828,1
-0.593,-0.038,0.102,0.863,1.06,2
-0.775,-1.076,-0.338,-1.242,2.889,1
-0.659,1.684,-1.39,-0.156,0.153,1
-0.823,-0.777,0.58,2.259,-1.571,1
-0.572,-0.88,0.768,-1.761,3.235,2
-0.349,0.87,1.808,-1.294,-0.673,1
-0.629,-0.388,1.522,0.9,-0.936,1
0.601,0.101,-1.063,-0.612,-0.232,1
0.556,0.251,-1.108,-0.096,-0.137,1
-0.799,-0.884,0.278,0.554,-0.966,2
-0.484,0.03,0.078,0.062,-0.371,1
-0.523,-0.906,0.973,2.835,-1.5,2
-0.741,-0.758,-0.146,0.063,-0.137,2
3.21,-1.854,-0.96,-0.381,-0.25,1
-0.404,-0.356,0.884,-0.947,-0.437,1
-0.443,1.417,-1.245,-0.754,-0.473,1
2.501,0.262,-0.42,-0.664,-0.266,1
-0.514,1.109,0.878,0.482,-0.727,1
-0.004,-0.486,-0.617,-0.397,0.009,1
1.482,-0.094,-0.482,-0.197,-0.253,1
-0.765,-0.595,0.201,1.914,-0.137,2
0.503,-0.37,-1.02,-0.384,-0.137,1
-0.17,-0.778,-0.124,2.165,-1.097,2
0.566,-0.546,1.027,0.609,0.84,2
0.173,1.681,-1.272,-0.924,1.275,1
-0.325,0.479,1.265,1.297,-0.886,2
-0.714,-0.768,-0.009,1.907,-1.009,1
-0.223,2.007,-1.417,0.858,-0.621,2
3.122,0.253,-1.023,-0.558,-0.193,1
-0.042,2.136,-1.284,-0.119,0.557,1
-0.452,-0.921,1.05,1.18,2.889,2
2.955,-1.902,-0.969,-0.608,-0.261,1
1.026,-0.512,-1.268,1.798,-0.903,1
-0.834,-0.947,0.025,2.616,-1.706,2
-0.878,-1.151,-0.359,1.379,-1.219,1
0.215,0.899,-0.172,1.012,-0.826,1
-0.66,0.936,0.032,-0.174,0.155,1
-0.818,-0.925,0.117,2.162,-1.32,2
-0.387,0.73,0.818,1.545,-0.964,2
-0.397,2.218,-1.48,-0.881,-0.712,1
-0.186,1.297,-1.414,-0.127,0.124,1
-1.092,-0.895,0.038,1.688,-1.484,2
-0.74,0.123,0.703,0.325,-1.224,1
0.305,0.625,-1.115,-0.639,0.043,1
-0.867,-1.057,0.261,1.83,-1.581,2
2.784,0.206,-1.022,-0.608,-0.241,1
0.363,1.588,-1.214,-0.699,0.245,1
-0.28,1.824,-0.008,0.121,1.077,2
-1.18,0.892,0.135,0.132,-0.137,1
1.884,0.18,-0.362,-0.312,0.4,1
-0.624,0.98,0.385,0.215,-0.914,1
0.286,0.841,-1.203,-0.228,0.082,1
-0.569,0.542,-0.178,-0.124,-0.344,1
1.45,-0.869,-0.951,-0.324,-0.269,1
-1.326,-2.169,0.629,-1.301,-0.954,1
-0.554,0.459,1.619,-1.268,-0.137,1
2.436,-0.759,-0.609,-0.383,0.001,1
-0.338,2.393,-1.45,0.613,-0.609,1
-1.075,-1.994,-1.708,-1.613,-0.137,2
1.048,0.431,-1.112,-0.611,-0.137,1
-0.618,-0.235,1.257,-1.598,2.368,2
-0.104,0.134,-1.101,-0.638,-0.237,1
1.289,-0.526,-0.618,-0.298,0.16,1
0.601,-0.822,-0.665,-0.326,-0.509,1
-0.755,-0.935,-0.194,-1.566,-0.137,1
-0.562,-0.527,0.034,0.715,1.463,2
-0.47,0.51,0.827,0.631,1.828,2
-0.443,0.918,-0.11,0.07,-0.137,1
1.182,1.525,-1.164,-0.681,-0.308,1
-0.764,-0.84,-0.279,-1.483,3.533,1
1.53,0.252,-1.036,-0.593,0.019,1
2.571,-1.849,-0.649,-0.637,-0.333,1
2.083,-1.057,-0.696,-0.384,0.015,1
-0.031,0.888,-0.032,1.448,-0.879,1
-1.021,3.665,-1.345,-0.819,-0.419,1
-0.528,0.409,0.636,-1.081,-0.137,1
0.153,-0.993,1.315,-1.296,0.454,2
0.677,0.408,-0.436,-0.177,0.114,1
-0.768,-0.16,0.661,-1.077,-0.446,1
-0.549,-0.921,0.224,2.38,-1.808,1
-0.515,0.834,-0.116,-0.845,-0.476,1
0.356,0.831,-1.209,-0.664,0.098,1
0.093,0.758,-1.27,-0.04,1.93,1
0.519,1.12,-1.194,-0.71,0.45,1
-0.058,1.472,-1.276,-0.162,-0.54,1
-0.778,-0.991,-0.285,2.194,-1.852,1
-0.551,-0.861,0.762,0.999,3.122,2
1.982,-1.006,-0.942,-0.375,-0.255,1
-0.68,-0.344,1.371,-1.302,-0.598,1
-0.553,-0.031,1.646,0.682,1.775,2
1.676,0.306,-1.112,-0.682,-0.276,1
0.406,1.206,0.03,-0.163,-0.369,2
-0.581,0.668,-0.192,-0.212,-0.368,1
-0.688,-0.306,1.59,-1.318,-0.651,1
-0.443,-0.426,1.264,0.465,-0.137,2
-0.8,-0.872,0.05,2.308,-0.137,2
1.964,-0.928,-0.558,-0.386,0.018,1
-0.696,-0.593,0.255,1.049,-0.137,2
-0.737,0.178,0.394,0.314,-0.137,1
-0.451,1.608,1.228,-1.089,-0.474,2
1.643,-0.906,-0.71,-0.373,-0.212,1
-0.676,0.649,-0.089,-0.178,0.069,1
-0.702,0.389,0.397,0.11,-0.486,1
-0.552,0.003,1.03,1.147,-1.373,2
-0.707,0.386,-1.633,-0.926,-0.428,1
-0.37,2.391,-1.421,-0.109,0.514,1
0.973,0.304,-0.092,0.399,1.299,1
-1.124,-1.829,-1.332,1.012,-0.137,2
-0.467,-0.578,-0.429,1.392,-1.261,2
-0.76,-1.06,-0.25,-0.902,-0.137,1
2.152,-1.092,-0.623,-0.217,-0.275,1
0.936,0.089,-1.045,-0.337,0.125,1
-0.461,-0.766,1.09,0.746,2.95,2
0.565,1.714,-1.283,-0.178,0.458,1
0.226,1.235,0.693,0.438,-0.496,2
0.602,-0.232,0.511,0.893,1.049,1
0.102,0.49,-0.16,-0.253,-0.363,1
-0.697,0.08,0.553,-0.973,-0.546,1
-0.766,-0.674,0.159,2.102,-0.137,2
0.861,-0.846,-0.921,-0.4,-0.029,1
0.059,-0.241,-0.037,0.216,1.341,2
1.42,1.148,-1.315,-0.667,-0.28,2
1.488,-0.931,-0.926,-0.372,-0.219,1
1.651,0.034,-0.34,0.054,-0.536,1
1.211,-0.527,-0.628,-0.302,0.142,1
-0.445,0.791,0.43,0.238,-0.641,1
-0.258,1.328,0.034,-0.118,0.193,1
-0.688,-0.095,1.296,-1.23,-0.137,1
1.969,-1.734,-0.596,-0.301,-0.296,1
-0.747,-0.183,0.856,-1.076,-0.137,1
-0.805,-0.553,-0.264,1.044,-0.137,2
-0.778,-0.702,0.691,2.353,-0.137,1
-0.7,-0.22,1.273,-1.258,-0.53,1
1.485,0.325,-0.016,-0.72,0.117,1
1.742,-0.503,-0.976,-0.399,0.034,1
2.721,-0.849,-0.606,-0.583,-0.207,1
1.217,1.171,-1.178,-0.206,0.4,1
-0.329,-0.182,1.016,1.194,-0.137,2
-0.504,0.373,1.176,-1.172,-0.596,1
1.974,-1.759,-0.715,-0.389,0.02,1
-0.302,-2.853,0.972,-1.253,-0.684,1
-0.307,0.497,-1.417,-0.8,-0.439,1
-0.621,-0.265,1.875,-1.42,-0.137,1
-0.592,0.172,0.815,-1.066,-0.579,1
-0.463,0.388,-0.202,-0.785,-0.333,1
2.472,-0.857,-0.94,-0.399,-0.208,1
-0.745,-0.173,1.319,-1.303,-0.603,1
-0.436,1.356,-1.467,-0.786,-0.368,1
-1.038,-0.703,0.399,1.064,1.184,2
1.949,-1.168,-0.93,-0.398,-0.218,1
-0.677,0.83,-0.05,-0.03,-0.137,1
-0.369,1.58,0.159,0.738,0.814,2
-0.759,-1.051,-0.225,-0.094,1.261,1
-0.111,1.384,-0.086,-0.0,-0.784,1
-0.726,-0.862,-0.123,0.864,4.296,1
0.765,0.787,0.82,-0.877,-0.349,2
0.739,-0.038,-1.112,-0.376,-0.23,1
2.731,-1.789,-0.932,-0.414,-0.235,1
0.604,0.348,-0.29,0.148,1.667,1
-0.422,2.047,-1.291,-0.738,-0.426,1
1.021,0.714,-1.118,-0.326,0.138,1
0.677,0.001,-0.511,-0.303,-0.427,1
-0.183,1.133,1.146,-1.024,-0.551,1
-0.189,1.032,-0.158,-0.134,-0.396,1
-0.51,-0.311,1.291,0.984,0.99,1
-0.747,-0.838,-0.226,1.59,1.92,2
-0.23,-0.97,0.856,0.402,1.113,2
2.091,-0.308,-0.451,-0.049,0.38,1
-0.488,2.544,-1.434,-0.825,-0.4,1
-0.437,1.191,1.08,0.374,-0.653,1
-0.343,1.083,-1.373,-0.088,-0.137,1
2.23,-0.897,-0.941,-0.412,-0.048,1
-0.656,-0.705,0.893,1.154,1.08,1
-0.738,0.184,1.394,0.594,-0.137,1
-0.464,1.244,0.364,0.185,-0.575,1
-0.444,0.151,1.671,-1.326,0.731,1
-0.8,-0.875,-0.107,1.594,-1.308,2
-1.178,1.345,0.192,0.116,-0.137,1
2.287,-1.128,-0.932,-0.393,-0.243,1
0.146,-0.001,-0.494,-0.637,-0.012,1
-0.711,-1.002,-0.151,1.638,2.595,2
0.104,1.177,-1.344,-0.746,-0.326,1
-0.781,-0.849,0.191,1.769,-1.219,2
1.468,-0.648,-0.946,-0.585,-0.027,1
-0.659,-1.002,-0.321,1.468,2.77,1
1.139,1.177,-1.372,-0.212,0.228,1
-0.769,-0.013,0.4,-0.944,-0.137,1
-0.797,-1.096,-0.309,-1.49,2.64,1
2.737,-0.996,-0.986,-0.592,-0.215,1
3.246,-0.807,-0.464,-0.09,-0.335,1
-0.708,-0.226,1.055,-1.208,-0.137,1
-0.683,-0.842,-0.154,1.151,-0.137,2
-0.322,2.194,-1.428,0.76,-0.606,1
-0.544,-0.131,0.935,0.312,-1.036,1
-0.584,-0.347,0.09,-1.1,-0.137,2
-0.327,-0.182,0.882,-1.139,-0.601,2
-0.463,0.869,-0.095,-0.1,0.203,1
-0.772,-0.934,-0.25,0.505,-0.872,2
-0.804,-1.082,-0.48,0.475,3.014,1
-0.494,-0.722,2.42,-1.181,0.767,2
-0.837,-1.151,-0.285,-0.734,0.783,1
-0.677,-0.293,1.945,-1.566,0.931,1
-0.351,0.955,0.634,-1.032,-0.137,1
2.08,-1.785,-0.97,-0.599,0.051,1
-0.449,-1.032,0.127,0.735,2.037,1
-0.421,-0.152,-0.315,-1.18,2.07,2
-1.075,-0.832,0.635,1.938,-1.589,1
-0.641,-0.799,0.103,-1.24,3.294,1
-0.749,0.438,-0.092,-0.068,-0.137,1
-0.309,1.047,0.198,-0.011,0.198,1
-0.344,-0.298,0.78,0.62,-0.747,2
-0.558,0.663,-0.247,-0.158,-0.375,1
1.244,1.488,-1.175,-0.688,-0.328,1
-0.642,0.81,0.274,0.206,-0.137,1
-0.839,-0.861,0.39,-0.501,-0.137,1
-0.248,1.107,0.768,1.094,-0.616,2
0.684,1.168,-1.405,-0.753,0.038,1
1.002,1.273,-1.191,-0.674,0.098,1
-0.271,1.246,1.437,-1.238,-0.68,1
-0.263,1.379,-1.335,-0.187,0.235,1
-0.702,-0.619,0.006,1.631,1.329,2
0.047,0.302,-0.435,-0.205,-0.461,1
2.847,-1.839,-0.973,-0.374,-0.039,1
-0.704,-0.838,-0.378,1.239,-1.357,2
1.578,-0.198,-0.964,-0.368,-0.005,1
-0.8,-0.841,0.374,1.508,-1.094,2
2.266,-0.286,-0.277,0.185,0.532,1
-0.796,-0.793,-0.026,2.456,-0.137,1
-0.716,0.148,1.113,-1.27,-0.628,1
-0.624,0.003,2.158,-1.467,-0.137,1
2.011,-1.107,-0.938,-0.392,-0.029,1
-0.664,-0.131,2.532,-1.56,-0.137,1
-0.343,1.931,-1.464,0.994,-0.706,1
-1.233,-2.003,-1.314,0.679,1.701,1
-0.088,0.118,-1.665,0.931,-0.672,2
1.187,-0.794,-0.917,-0.386,-0.028,1
-0.572,-0.42,2.004,0.998,-1.101,1
-0.506,0.519,1.624,-1.305,-0.137,1
0.153,-0.827,0.591,1.359,2.462,2
-0.043,0.61,-1.291,-0.699,0.051,1
1.077,1.113,-1.341,-0.218,-0.403,1
-0.628,0.729,1.179,-1.251,-0.137,1
-0.544,-0.164,0.95,-1.297,-0.7,2
0.417,-0.745,0.94,0.276,0.338,2
-0.668,0.277,0.841,0.4,-0.832,1
-0.832,-0.861,0.559,2.112,-1.368,1
-0.819,-0.957,-1.294,2.233,-0.137,1
-0.384,-0.96,0.992,0.844,-0.782,2
-0.82,-0.933,-0.017,0.296,-0.137,2
-0.883,-1.215,-0.685,-0.76,-0.137,1
-0.32,-0.004,1.04,0.609,1.904,2
1.301,-0.824,-0.942,-0.324,-0.495,1
-0.596,-0.893,0.632,1.454,2.953,2
-0.676,0.306,-0.132,-0.162,0.157,1
-0.046,0.307,0.3,0.9,2.043,2
-0.197,1.931,-1.65,-0.878,-0.402,1
-0.504,1.298,-1.392,0.082,-0.437,1
-0.552,1.053,-1.345,-0.102,-0.325,1
-0.105,-0.109,1.264,0.423,2.096,2
2.341,0.274,-1.13,-0.077,0.486,1
0.276,1.216,0.852,-0.998,-0.42,2
-0.577,-0.996,0.788,1.328,-1.487,1
-0.36,1.225,-1.445,-0.779,-0.137,1
-0.578,0.589,0.68,-1.01,-0.555,1
-0.727,-0.958,-0.011,0.315,1.181,2
-0.618,1.929,-1.295,-0.186,0.148,1
2.329,-1.08,-0.624,-0.394,0.051,1
-0.588,2.378,-1.593,-0.071,-0.447,1
-0.353,0.815,0.474,-0.934,-0.441,1
0.303,0.928,-1.301,1.351,-0.927,1
-0.719,-0.779,0.788,0.313,1.844,2
-0.258,2.079,-1.285,-0.122,1.492,1
2.353,-0.663,-0.399,-0.609,0.002,1
-0.699,-0.911,-1.446,-1.878,-1.229,2
-1.563,-2.362,-1.746,-1.233,2.128,2
-0.795,-1.075,-0.249,0.137,1.887,1
-0.214,-0.686,1.242,1.422,1.123,2
-0.567,0.172,1.107,-1.058,-0.58,1
-0.612,-0.081,1.947,-1.404,-0.71,1
-0.783,-0.99,-0.27,-1.417,-0.137,1
0.501,1.515,0.264,0.44,-0.453,2
-0.522,-0.043,0.968,0.309,-0.137,1
-0.089,2.092,-1.336,-0.741,0.191,1
1.962,-0.938,-0.599,-0.287,-0.251,1
-0.203,0.768,-1.174,-0.694,0.1,1
-0.6,0.513,0.284,0.064,-0.555,1
-0.879,-1.143,-0.082,0.063,-0.914,2
1.753,-0.715,-0.948,-0.336,-0.226,1
0.282,1.77,-1.323,-0.142,1.132,1
-0.718,-0.908,-0.256,1.349,-1.543,2
0.395,-0.318,-1.036,-0.383,-0.031,1
-0.009,0.986,0.075,1.244,-0.889,1
0.127,1.471,-1.291,0.717,-0.63,2
0.104,-0.572,1.279,1.793,-1.013,2
2.858,-0.944,-0.3,0.222,0.396,1
1.705,-1.714,-0.727,-0.412,-0.252,1
0.206,1.28,-1.27,-0.754,-0.137,1
0.914,-0.315,0.919,0.59,1.192,2
2.289,-0.796,-0.525,-0.593,0.004,1
-0.514,-0.538,1.758,-1.434,-1.016,2
-0.418,0.795,0.464,0.262,-0.506,1
0.89,1.308,-1.343,-0.762,-0.326,1
-0.004,0.941,-1.312,-0.74,-0.333,1
-0.813,-0.635,-0.398,0.399,-0.137,1
-0.69,-0.058,-1.123,0.045,0.818,1
-0.424,1.526,-1.535,0.219,1.844,1
-0.4,-0.157,0.072,0.939,-1.036,2
-0.839,-1.035,0.002,0.368,0.736,2
0.693,-0.785,-0.657,-0.324,-0.493,1
-0.357,-0.181,0.67,-0.95,0.31,1
-0.61,0.64,0.214,0.021,-0.435,1
-0.066,0.182,0.777,-0.876,-0.68,2
-0.44,1.538,0.093,0.089,-0.614,1
-0.661,0.011,-0.028,0.584,-0.137,2
-0.745,-0.448,-0.072,1.422,-0.137,2
3.084,-1.854,-0.386,0.007,-0.329,1
0.181,-0.221,-1.036,-0.599,-0.238,1
0.682,1.721,-1.31,0.031,0.384,1
-0.173,-0.782,1.46,0.788,2.049,2
2.11,-0.77,-0.956,-0.377,-0.242,1
-0.457,-0.593,1.298,0.648,2.293,2
-0.8,0.388,0.267,0.36,-0.137,1
0.08,0.433,-1.123,-0.284,-0.379,1
-0.343,1.606,0.18,0.104,-0.474,1
0.083,1.178,-1.396,-0.782,0.13,1
-0.397,1.005,-1.321,-0.74,-0.338,1
-0.448,2.447,-1.386,-0.87,0.948,1
-0.549,-0.4,1.718,0.801,0.595,1
1.506,0.112,-1.025,-0.623,-0.003,1
-0.627,-0.802,-0.147,-0.935,1.583,1
-0.78,-0.876,-0.154,1.172,1.341,2
-0.649,0.331,1.366,-1.454,0.992,1
-0.749,-0.924,1.257,-1.233,-0.137,2
-0.387,0.73,0.818,1.545,-0.964,2
-0.529,0.725,2.003,-1.271,-0.601,1
-0.491,-0.343,1.921,-1.492,-0.715,1
-0.32,1.451,0.414,0.967,-0.753,2
-0.246,1.489,0.922,-1.087,-0.493,1
-0.349,-1.033,-0.248,1.557,1.596,2
-0.338,-0.364,0.902,-1.025,1.724,2
1.425,0.231,-0.282,-0.006,-0.364,1
-0.768,-0.929,-0.308,0.501,-0.137,1
-0.32,0.503,0.182,-0.87,0.48,1
-0.742,-0.874,-0.028,1.725,-0.137,2
3.122,-1.822,-0.652,-0.608,-0.285,1
-0.572,-0.872,0.784,0.614,3.255,2
-0.425,-0.316,0.569,0.545,3.422,2
-0.678,-0.939,1.381,0.641,0.986,1
-0.224,-0.456,1.326,-1.178,-0.803,2
0.167,0.878,-1.244,-0.718,-0.33,1
1.757,-0.714,-0.947,-0.336,-0.225,1
-0.593,-0.056,0.171,2.329,-1.125,2
-0.356,2.346,-1.297,-0.837,0.424,1
-0.354,2.027,-1.684,-0.058,-0.487,1
-0.696,0.007,0.569,0.132,-0.478,1
1.187,-0.616,-0.602,-0.321,-0.268,1
-0.769,-0.381,1.535,-1.745,-0.881,1
-0.821,-1.049,-0.311,-1.429,3.813,1
1.449,-0.617,-0.484,0.112,-0.913,1
0.649,0.251,-1.14,-0.2,-0.435,1
2.242,-0.863,0.757,-0.916,-0.36,1
0.18,1.244,-1.323,1.323,-0.839,1
-0.154,1.196,0.761,-0.945,-0.426,1
2.85,-1.75,-0.638,-0.359,-0.34,1
-0.725,0.185,1.401,-1.565,-0.656,1
-0.654,-0.091,1.785,-1.379,2.104,1
2.532,-1.027,0.523,-0.878,-0.342,1
-0.518,0.632,-0.061,0.003,-0.137,1
-0.369,1.07,0.087,-0.818,-0.411,1
-1.104,-0.194,1.949,-1.56,-0.859,1
-0.639,-0.088,1.68,-1.265,-0.137,1
-0.593,-0.359,0.837,0.838,0.973,2
-0.487,0.618,0.489,0.074,-0.63,1
-0.348,0.835,-0.232,-0.189,-0.381,1
-0.499,1.924,-1.464,-0.035,1.519,1
-0.656,0.198,0.766,0.158,-0.489,1
-0.66,1.775,-1.53,-0.085,0.235,1
-0.795,-1.164,-0.383,0.75,2.88,1
