GLCM_Pan,Mean_G,Mean_NIR,SD_Plan,class
135.4,223.5,466.0,22.54,1
117.26,208.0,496.41,26.95,1
145.08,208.28,269.91,20.07,1
136.48,233.34,430.54,14.7,1
132.36,241.39,334.12,20.5,1
133.23,235.76,445.68,22.45,1
117.72,226.62,650.15,35.3,1
139.22,195.12,395.7,16.66,1
143.79,216.77,519.85,19.07,1
128.17,222.44,565.61,15.72,1
105.52,244.56,437.0,18.89,1
130.35,245.15,634.58,29.35,1
117.1,223.09,626.09,24.0,1
120.11,202.1,465.0,26.34,1
140.91,253.41,414.64,44.23,1
119.81,265.61,440.92,32.39,1
140.27,278.14,456.88,33.79,1
137.36,218.23,309.67,19.56,1
123.4,233.43,527.61,21.01,1
122.17,237.21,410.52,21.63,1
102.61,242.23,634.31,14.8,1
144.25,219.26,348.49,15.83,1
117.74,202.3,418.0,14.51,1
124.76,211.0,592.86,7.94,1
123.76,270.65,450.04,14.17,1
147.54,230.0,671.0,21.57,1
92.36,199.0,252.0,18.26,1
131.53,200.5,407.95,26.75,1
110.05,282.69,440.44,40.56,1
114.19,241.9,477.59,15.75,1
140.52,262.83,415.44,18.42,1
112.67,258.82,485.85,21.87,1
135.32,215.42,366.83,14.76,1
128.95,245.25,507.75,18.66,1
130.81,217.54,502.68,20.01,1
138.83,189.12,341.88,16.62,1
122.26,190.17,456.0,24.83,1
133.44,268.1,463.5,22.54,1
116.86,310.53,551.21,14.64,1
90.62,287.67,485.0,80.44,1
132.17,187.63,345.21,16.54,1
117.11,284.5,505.78,16.45,1
132.41,232.17,353.83,18.01,1
123.98,333.62,436.33,21.43,1
122.46,340.81,448.81,17.14,1
123.6,364.98,429.75,18.59,1
127.72,329.07,415.29,16.56,1
116.99,356.0,456.83,70.79,1
135.65,356.0,435.96,21.22,1
127.94,324.0,345.0,16.27,1
115.83,232.25,516.25,13.2,1
113.12,259.83,366.11,16.63,1
93.2,364.0,490.0,101.57,1
164.38,263.0,426.0,12.67,1
126.93,321.48,443.21,14.27,1
120.62,438.0,461.0,31.61,1
116.7,218.5,427.0,28.42,1
124.1,228.67,344.33,39.92,1
119.8,499.32,574.37,42.31,1
134.7,308.9,374.81,11.03,1
129.31,261.35,339.95,31.71,1
130.1,292.41,434.41,17.03,1
94.6,282.12,496.75,9.4,1
125.84,293.06,473.67,21.41,1
128.02,559.6,609.8,23.17,1
101.3,534.81,605.95,27.31,1
134.86,446.0,573.5,11.41,1
135.34,194.6,487.6,30.94,1
148.25,316.83,380.03,38.42,1
118.02,310.79,424.79,21.11,1
117.99,502.0,560.0,22.57,1
137.34,232.79,352.4,15.74,1
145.14,261.59,303.09,19.5,1
122.15,307.72,360.0,36.23,1
133.78,294.9,395.21,18.03,1
123.86,189.58,403.62,30.42,1
122.52,206.27,621.45,26.25,1
166.31,306.67,441.0,11.56,1
109.23,321.44,449.81,10.57,1
132.67,331.22,446.05,15.15,1
82.37,315.88,426.62,25.16,1
123.17,289.08,473.04,17.96,1
120.28,381.53,462.84,24.78,1
134.2,278.32,336.52,25.01,1
133.22,317.85,398.23,29.24,1
127.44,488.5,544.25,32.8,1
144.53,246.0,343.0,29.11,1
133.11,367.71,432.38,15.97,1
132.1,329.36,437.6,21.22,1
136.52,271.57,392.62,17.01,1
120.73,486.67,582.0,10.71,1
129.22,291.98,462.79,31.72,1
122.95,330.89,472.31,25.85,1
75.29,358.0,420.0,13.14,1
124.2,311.37,430.46,18.42,1
127.3,268.0,367.92,17.11,1
123.48,349.97,406.48,15.84,1
75.12,323.0,400.67,39.23,1
119.03,193.71,474.29,31.28,1
137.26,212.23,424.04,22.39,1
138.26,204.65,503.41,23.21,1
125.17,215.84,620.1,20.96,1
125.73,215.75,758.5,31.49,1
120.14,346.45,441.3,15.87,1
114.29,199.0,374.0,19.82,1
111.31,403.75,447.33,15.73,1
126.35,417.4,473.4,13.11,1
104.11,306.83,400.58,10.42,1
115.95,374.0,492.0,49.58,1
111.48,251.75,485.5,23.97,1
132.1,281.91,421.63,13.57,1
106.27,293.0,422.0,19.58,1
129.84,212.5,518.0,26.32,1
126.79,236.5,672.5,32.34,1
118.0,227.0,593.86,72.68,1
127.21,302.15,394.08,19.0,1
106.94,318.82,421.76,13.22,1
149.54,243.0,408.0,18.54,1
116.74,222.42,570.83,27.75,1
118.58,284.0,659.0,19.9,1
126.6,266.7,371.3,23.2,1
131.55,226.79,323.38,23.51,1
115.01,259.0,797.8,22.05,1
120.71,380.95,443.95,27.76,1
130.05,380.6,441.43,15.19,1
126.22,268.36,455.0,27.89,1
128.58,301.55,397.18,39.82,1
98.16,408.0,436.75,18.1,1
91.97,221.25,343.75,15.81,1
118.7,211.25,328.79,17.06,1
124.63,274.86,511.57,26.59,1
146.76,243.68,252.47,12.8,1
136.14,287.51,350.11,25.06,1
115.32,392.96,461.25,11.29,1
151.38,297.91,353.73,31.17,1
138.94,212.33,245.57,12.7,1
130.66,262.0,793.0,32.5,1
133.87,244.96,226.3,19.09,1
174.33,263.89,316.56,8.06,1
111.46,297.0,351.0,8.18,1
123.55,314.83,336.74,25.11,1
111.69,372.42,397.08,18.56,1
126.8,309.24,347.29,19.61,1
122.85,352.79,380.1,18.19,1
120.86,334.62,357.08,26.36,1
94.75,325.67,362.33,37.88,1
115.15,325.67,362.33,29.49,1
119.67,226.84,514.42,28.14,1
136.06,240.25,606.25,18.65,1
121.17,211.21,391.37,19.47,1
110.75,225.17,658.5,25.48,1
134.6,225.03,607.62,21.82,1
128.75,204.55,364.5,14.87,1
121.1,231.79,630.93,25.2,1
131.06,211.32,499.18,20.6,1
117.56,206.53,486.67,22.23,1
125.42,205.39,508.94,28.92,1
120.32,246.0,467.16,22.06,1
136.85,197.8,475.37,12.86,1
139.06,269.77,495.0,17.1,1
134.53,211.0,486.67,19.1,1
124.72,240.0,330.0,19.46,1
113.07,225.0,586.85,26.12,1
133.0,211.05,609.33,24.12,1
130.73,239.85,529.38,40.26,1
124.8,232.33,268.67,14.03,1
125.47,190.44,188.09,19.02,1
133.9,191.27,149.32,9.31,1
116.42,180.57,389.57,17.3,1
141.41,225.8,612.8,26.04,1
127.78,225.75,638.25,62.7,1
126.06,221.25,803.38,31.01,1
101.73,226.33,655.67,20.7,1
123.04,214.89,528.44,58.75,1
126.55,183.5,112.5,12.57,1
131.82,173.82,208.12,9.54,1
125.99,178.88,258.18,11.85,1
114.35,223.6,714.0,22.26,1
133.8,203.82,385.91,17.69,1
125.29,196.74,461.3,24.98,1
85.0,222.0,662.0,0.0,1
134.92,213.06,380.41,31.24,1
130.96,185.16,373.79,19.54,1
130.65,175.63,231.91,16.36,1
124.85,217.12,137.0,16.18,1
116.04,416.33,453.46,12.27,1
130.58,211.12,405.46,19.31,1
132.19,216.6,254.24,22.79,1
117.98,322.27,422.52,28.03,1
119.64,330.34,393.31,20.9,1
118.53,273.89,398.44,31.4,1
120.99,343.25,387.65,25.17,1
124.9,363.0,402.0,12.74,1
112.91,394.54,389.0,19.24,1
133.98,195.55,319.37,19.73,1
152.21,280.74,309.21,22.28,1
87.7,351.0,377.0,10.17,1
125.16,266.03,266.9,29.11,1
140.84,282.93,329.74,25.53,1
155.43,384.0,391.71,71.4,1
132.27,285.69,381.38,24.04,1
118.84,331.04,311.5,27.02,1
131.94,190.28,162.86,12.62,1
93.09,396.67,518.67,76.96,1
113.21,440.86,579.43,66.1,1
129.6,308.69,371.82,29.87,1
147.55,327.17,334.17,33.01,1
124.16,401.5,422.58,17.74,1
0.0,450.0,592.0,0.0,1
124.76,330.16,325.03,27.58,1
126.86,205.68,187.05,18.24,1
162.22,221.0,437.0,9.0,1
119.87,382.45,511.91,38.16,1
118.11,365.61,448.02,16.95,1
102.82,195.19,330.88,12.94,1
104.8,289.5,355.5,36.64,1
147.76,239.5,300.75,19.4,1
130.36,213.73,153.77,10.93,1
119.52,212.67,288.89,34.45,1
0.0,313.0,416.0,0.0,1
130.5,258.76,325.52,36.8,1
130.32,302.35,365.5,21.09,1
131.08,188.56,238.07,13.31,1
108.74,235.29,434.05,17.64,1
152.78,191.83,165.58,4.4,1
124.99,235.0,407.96,14.5,1
135.15,309.32,352.2,36.44,1
113.46,418.07,437.61,12.22,1
119.59,166.0,218.48,27.15,1
150.38,278.82,339.18,19.74,1
109.33,332.44,374.0,44.98,1
143.08,424.92,460.77,34.42,1
128.24,199.35,264.7,15.65,1
156.11,326.0,360.5,33.08,1
128.41,212.79,332.0,18.49,1
129.86,269.67,348.63,15.41,1
148.5,254.0,371.0,22.08,1
130.54,240.0,179.12,18.84,1
118.53,430.57,443.64,33.22,1
92.31,256.0,319.0,22.95,1
149.22,250.95,379.1,27.95,1
0.0,328.0,384.0,0.0,1
183.28,328.0,384.0,7.0,1
114.46,190.0,149.25,9.16,1
160.89,609.38,694.94,27.83,1
142.02,279.27,407.5,18.01,1
112.05,252.46,375.69,24.61,1
120.8,235.87,269.4,16.72,1
126.5,188.32,242.2,12.67,1
120.23,311.53,433.34,38.81,1
100.71,264.62,381.75,9.19,1
123.82,875.71,943.0,41.89,1
87.67,361.0,408.0,22.04,1
111.61,297.36,418.76,30.86,1
142.32,322.24,354.76,37.52,1
120.02,857.5,928.0,28.04,1
124.4,893.33,932.33,57.43,1
69.55,710.0,731.0,0.0,1
120.86,688.4,706.4,45.0,1
121.04,377.3,386.0,14.85,1
96.39,836.78,877.89,51.1,1
115.38,819.92,841.0,46.06,1
112.25,686.0,703.67,43.78,1
128.92,323.71,353.0,10.47,1
124.34,239.24,441.54,25.26,1
113.74,260.33,354.33,18.28,1
123.98,412.08,420.53,45.89,1
153.41,356.5,359.0,26.13,1
71.72,346.0,376.0,31.5,1
183.28,344.0,457.0,2.0,1
125.67,236.6,372.55,20.15,1
51.0,346.0,376.0,0.0,1
71.72,309.0,425.0,13.5,1
88.41,264.0,502.0,3.56,1
147.6,465.12,513.19,25.89,1
127.05,779.0,789.0,23.41,1
121.14,797.0,819.0,74.88,1
154.16,291.81,374.48,17.25,1
76.52,326.0,357.5,17.08,1
178.8,326.0,357.5,14.94,1
114.11,281.49,369.54,19.75,1
145.35,285.73,397.09,26.04,1
132.19,282.26,419.67,29.89,1
127.79,385.21,423.49,34.23,1
142.82,213.89,203.06,10.44,1
133.59,238.48,637.52,29.44,1
122.75,267.68,438.41,19.52,1
148.61,293.44,347.5,44.79,1
127.51,291.4,323.8,40.88,1
102.23,289.33,431.44,19.61,1
110.18,288.75,360.25,12.89,1
149.56,304.0,308.2,29.86,1
129.23,251.8,257.15,20.4,1
147.6,229.6,575.2,22.26,1
100.69,234.14,591.86,27.66,1
113.91,288.05,409.67,29.92,1
123.96,278.22,300.56,23.61,1
118.95,266.22,505.91,39.62,1
137.7,262.0,445.63,18.25,1
143.93,400.83,425.92,43.2,1
130.59,200.14,307.0,24.57,1
147.85,260.68,479.55,24.99,1
138.84,186.23,390.31,21.34,1
130.96,197.3,472.55,17.04,1
133.81,194.06,376.66,19.91,1
117.56,203.61,429.04,24.81,1
150.1,189.0,247.0,7.27,1
137.85,200.85,409.54,26.21,1
130.94,218.11,538.28,29.57,1
117.97,223.84,583.26,29.41,1
133.64,214.33,355.9,24.9,1
133.18,204.6,481.28,40.27,1
114.01,239.58,748.96,19.99,1
127.35,237.79,709.21,20.72,1
106.33,229.27,610.27,22.01,1
143.97,230.12,707.54,20.12,1
140.96,233.95,587.75,21.12,1
113.37,250.7,532.41,26.08,1
117.2,215.01,676.51,24.56,1
120.35,227.08,568.47,26.42,1
121.15,237.89,783.77,23.41,1
105.75,234.0,638.75,20.34,1
137.07,186.32,357.68,10.84,1
125.79,194.12,380.98,16.96,1
114.84,232.39,509.11,13.05,1
104.24,222.16,511.9,17.76,1
119.64,208.33,480.33,15.79,1
110.54,221.11,538.22,31.25,1
127.94,219.26,444.83,14.85,1
137.17,217.12,456.71,24.37,1
132.8,245.25,690.12,25.33,1
135.19,228.12,542.0,25.33,1
137.69,204.22,388.78,22.02,1
124.57,207.94,421.19,15.49,1
118.18,240.09,648.26,22.09,1
132.06,227.51,455.13,16.79,1
130.68,179.55,317.82,15.99,1
115.57,224.3,526.1,21.33,1
130.28,190.03,445.97,20.05,1
128.36,211.52,508.52,23.21,1
138.05,248.0,725.22,26.23,1
125.94,227.79,476.04,16.21,1
138.72,215.73,473.27,20.35,1
87.44,212.0,538.0,16.13,1
137.84,220.75,407.5,12.34,1
112.31,224.76,471.48,20.85,1
136.27,187.0,340.15,20.94,1
127.26,212.52,384.09,21.4,1
113.15,217.88,452.0,13.07,1
122.49,231.6,569.4,11.98,1
145.49,215.89,499.33,7.48,1
135.1,215.22,343.94,15.52,1
133.59,227.0,533.0,25.76,1
113.95,196.62,480.15,28.8,1
87.31,199.5,546.0,7.97,1
126.45,209.74,583.1,10.2,1
136.77,200.3,570.6,31.8,1
114.58,243.96,466.32,19.62,1
137.31,237.86,419.77,24.77,1
159.09,229.9,358.3,9.66,1
115.05,223.65,623.5,27.04,1
121.65,220.0,384.58,14.66,1
119.8,211.0,384.73,22.32,1
125.49,240.34,435.76,16.67,1
139.92,191.0,395.48,18.92,1
124.94,226.5,706.5,20.15,1
135.68,204.98,303.17,17.97,1
132.75,227.5,631.0,21.36,1
142.51,234.69,447.23,18.22,1
127.46,187.1,384.21,18.6,1
118.67,218.55,558.55,16.02,1
132.82,236.79,302.27,20.21,1
137.95,238.5,391.93,12.44,1
118.39,255.88,536.8,21.54,1
141.4,230.75,517.38,25.14,1
183.28,222.5,457.0,4.0,1
119.23,241.66,490.82,20.94,1
116.96,187.83,362.94,22.96,1
98.3,229.12,665.62,12.44,1
134.83,200.63,525.51,27.05,1
120.79,286.2,437.37,31.08,1
131.67,229.31,458.67,23.43,1
138.94,214.14,394.86,12.65,1
117.43,246.82,327.82,29.01,1
112.15,258.56,578.56,31.54,1
125.96,254.89,418.0,19.65,1
130.36,179.62,328.88,23.33,1
142.93,180.0,424.7,17.16,1
127.21,260.18,415.46,21.18,1
123.37,267.13,466.2,17.07,1
98.96,186.71,491.29,18.06,1
104.7,275.1,462.7,41.25,1
137.94,187.64,471.41,22.55,1
133.0,191.58,537.67,21.31,1
111.37,239.5,427.92,13.65,1
132.34,205.59,625.44,25.79,1
124.52,218.03,652.52,23.04,1
136.23,209.73,627.14,18.58,1
137.28,248.56,366.83,19.43,1
135.79,231.48,367.66,22.97,1
143.23,254.64,437.26,17.02,1
115.9,248.56,519.2,24.76,1
117.11,244.08,394.67,18.94,1
122.24,236.08,403.12,15.61,1
104.34,251.25,423.25,24.49,1
111.31,225.67,623.81,19.87,1
136.77,224.89,513.08,25.19,1
142.83,246.33,487.33,18.6,1
133.17,237.9,505.03,19.85,1
135.92,251.79,515.16,13.47,1
103.92,250.5,472.0,18.18,1
110.64,209.33,571.78,22.12,1
135.13,209.33,536.47,38.74,1
119.24,240.25,424.0,16.44,1
135.84,214.24,638.1,24.83,1
138.48,208.41,460.83,17.49,1
99.19,250.5,527.0,17.75,1
122.04,237.4,415.58,19.68,1
149.6,242.09,438.18,12.76,1
137.23,226.56,449.5,18.07,1
124.75,232.61,489.43,16.83,1
130.04,245.83,565.89,14.9,1
124.38,196.74,531.66,21.99,1
112.67,206.34,567.38,27.82,1
119.34,255.31,796.28,19.32,1
104.03,265.54,829.16,14.9,1
135.58,243.92,601.67,37.47,1
127.0,259.85,809.17,12.08,1
129.84,228.08,551.35,38.53,1
136.6,203.02,494.14,21.56,1
113.2,251.41,677.5,31.67,1
131.56,185.84,341.26,22.77,1
112.7,214.02,603.05,29.39,1
137.7,265.22,814.15,23.39,1
136.52,216.63,474.9,24.04,1
136.58,268.35,821.35,26.23,1
119.99,196.97,485.29,30.44,1
135.04,241.63,829.48,14.84,1
114.85,240.24,888.12,20.58,1
137.84,190.0,309.75,13.6,1
136.38,209.5,461.91,25.13,1
131.16,228.91,546.0,26.21,1
110.49,230.06,543.81,26.56,1
128.59,245.44,634.1,21.89,1
137.3,220.67,494.33,28.39,1
135.41,194.55,332.55,21.16,1
110.66,190.29,417.07,28.79,1
139.22,256.06,781.0,33.27,1
103.15,240.69,561.81,20.72,1
133.45,247.44,572.35,20.5,1
127.1,239.57,718.77,20.81,1
96.11,233.44,684.56,9.87,1
107.17,246.0,727.45,15.97,1
141.19,226.33,568.0,28.87,1
126.88,262.86,762.86,46.19,1
113.29,247.33,707.42,31.56,1
142.9,233.95,582.39,19.92,1
117.12,235.5,663.75,19.04,1
129.78,224.75,462.0,36.31,1
139.54,212.25,392.0,29.31,1
141.56,211.82,555.0,22.34,1
125.04,216.17,550.75,25.32,1
113.65,213.0,414.0,36.03,1
113.14,196.6,383.55,19.72,1
117.8,211.25,501.88,30.44,1
144.72,212.06,585.29,20.77,1
183.28,233.0,616.0,9.5,1
153.81,239.25,538.5,12.66,1
111.84,203.14,575.71,15.68,1
114.21,228.53,756.93,25.9,1
116.08,219.44,440.67,53.2,1
130.0,186.28,293.36,25.55,1
129.74,242.22,604.72,25.65,1
122.28,237.6,528.6,36.23,1
145.04,212.5,405.39,17.46,1
124.66,221.56,517.35,27.33,1
131.73,219.62,686.9,35.16,1
133.2,229.64,690.73,30.59,1
144.12,227.5,633.21,26.91,1
135.05,237.68,693.96,32.51,1
114.11,258.89,640.74,24.57,1
141.2,229.0,708.5,15.52,1
129.48,226.56,571.67,31.16,1
138.46,206.67,394.31,23.18,1
139.03,203.48,479.24,23.42,1
141.3,196.31,556.35,17.12,1
84.06,168.0,282.75,8.76,1
146.96,255.0,648.5,19.69,1
121.29,221.33,520.33,31.93,1
143.54,191.64,415.73,25.09,1
117.88,249.47,595.34,25.62,1
121.93,208.74,706.35,18.72,1
116.27,227.22,595.67,22.36,1
104.0,240.0,713.0,12.72,1
110.17,203.0,364.0,44.82,1
112.61,227.47,616.9,24.71,1
139.83,207.62,465.97,23.98,1
128.72,229.0,794.0,23.06,1
128.22,202.62,424.67,16.99,1
123.03,229.4,559.05,28.97,1
116.25,230.77,783.44,18.86,1
145.32,228.67,645.07,15.56,1
124.02,205.86,460.36,21.35,1
122.71,219.78,551.14,32.88,1
112.22,255.39,681.73,16.73,1
153.45,259.86,657.0,22.22,1
160.45,260.0,607.0,14.72,1
138.47,211.52,539.67,31.22,1
101.73,209.83,537.83,18.58,1
90.61,227.55,525.73,17.32,1
117.69,205.45,640.2,27.03,1
134.04,230.67,760.67,27.91,1
120.97,206.25,533.4,32.66,1
146.39,210.79,572.79,27.28,1
137.2,214.6,513.74,22.26,1
133.88,217.27,733.65,21.4,1
162.5,207.0,690.0,17.7,1
127.0,226.18,599.0,25.91,1
126.38,264.05,714.24,12.22,1
144.21,254.64,622.64,23.75,1
118.47,228.94,657.03,29.56,1
140.22,224.32,559.68,21.32,1
93.22,218.64,739.27,6.86,1
132.19,217.91,653.64,44.64,1
118.27,229.67,690.71,20.77,1
117.94,226.96,611.96,11.33,1
137.6,259.75,692.5,20.3,1
128.02,256.68,676.41,21.06,1
144.57,256.0,634.88,31.96,1
112.54,250.61,617.31,23.73,1
137.15,224.0,448.42,35.73,1
123.02,215.82,418.0,33.88,1
137.91,201.83,462.17,23.08,1
144.28,222.82,601.82,25.15,1
109.12,215.38,559.31,27.66,1
147.46,230.71,504.43,6.97,1
104.39,222.07,687.53,19.88,1
148.64,233.22,733.78,22.71,1
110.07,264.1,719.45,15.94,1
126.31,201.71,596.57,26.09,1
107.48,239.5,761.83,14.89,1
124.41,218.6,617.1,14.75,1
129.23,201.89,428.6,34.92,1
153.38,208.5,499.25,19.87,1
137.73,212.94,612.1,27.76,1
152.08,219.0,653.78,21.11,1
127.89,222.86,712.14,15.11,1
116.04,212.78,515.67,19.16,1
131.33,232.67,629.81,18.51,1
154.9,263.5,701.1,14.47,1
140.59,192.81,343.33,20.73,1
120.64,206.15,510.0,18.97,1
163.84,229.8,625.2,17.41,1
130.98,221.0,601.0,19.82,1
143.37,221.5,608.9,29.31,1
137.6,212.46,515.5,30.31,1
116.67,265.46,773.87,16.89,1
162.68,220.6,566.6,9.79,1
132.87,201.5,565.83,23.27,1
151.53,200.08,612.75,32.1,1
124.78,223.79,657.65,20.95,1
133.9,232.0,678.0,19.02,1
134.06,208.56,492.89,22.1,1
131.5,270.24,757.28,20.52,1
132.64,222.78,671.97,30.1,1
117.78,223.37,614.82,33.35,1
125.9,209.75,477.25,33.81,1
152.38,197.0,375.0,15.62,1
126.76,221.03,491.17,17.79,1
116.4,229.26,518.66,21.96,1
121.41,266.25,732.85,14.13,1
125.3,253.31,692.1,17.15,1
158.03,238.75,637.5,26.04,1
106.05,229.08,634.85,31.56,1
97.85,224.33,658.58,14.57,1
97.54,225.44,687.11,13.09,1
114.84,213.9,553.24,28.91,1
118.94,211.4,515.6,23.34,1
136.46,214.0,436.0,11.67,1
157.9,233.0,519.67,23.25,1
138.94,212.59,595.28,24.61,1
142.24,222.75,609.88,27.63,1
113.34,216.9,539.0,24.61,1
137.72,210.82,397.76,25.09,1
134.49,200.7,291.3,15.52,1
132.28,204.71,344.95,18.47,1
126.47,205.92,358.62,26.85,1
165.91,270.0,779.0,17.38,1
113.83,269.45,782.45,11.95,1
139.32,213.74,565.93,20.42,1
147.58,224.33,627.67,28.68,1
117.69,238.58,616.17,21.66,1
114.16,221.48,735.34,18.52,1
123.39,210.05,419.7,31.76,1
167.0,267.0,733.0,10.31,1
115.91,211.87,605.08,21.61,1
144.59,201.78,502.7,26.43,1
108.15,190.4,477.6,21.1,1
132.16,217.47,584.87,17.94,1
139.61,211.4,527.5,26.68,1
107.93,269.36,752.0,20.69,1
122.82,248.3,688.14,22.91,1
115.46,214.92,599.88,23.34,1
136.32,216.83,474.22,32.92,1
154.44,254.0,737.0,30.96,1
121.37,197.71,455.9,30.74,1
144.9,255.08,639.83,21.47,1
135.76,225.47,726.84,26.49,1
123.18,225.0,733.6,22.99,1
131.1,206.16,497.12,35.33,1
117.06,201.3,492.0,15.67,1
141.55,198.41,444.0,29.21,1
147.77,211.8,439.6,21.44,1
107.55,237.0,632.5,19.96,1
153.57,196.0,421.0,13.49,1
131.02,231.26,606.76,26.08,1
133.79,212.57,632.17,34.41,1
140.82,204.9,560.05,16.6,1
143.11,213.81,496.81,23.22,1
135.94,221.26,619.48,23.31,1
132.95,201.4,455.33,26.98,1
110.21,215.62,562.73,24.65,1
115.98,206.47,539.26,22.66,1
119.77,219.46,512.44,27.0,1
138.84,210.96,459.61,28.09,1
121.4,214.76,487.35,23.33,1
119.38,220.41,545.12,19.12,1
117.44,252.63,645.13,22.59,1
111.11,230.84,744.95,19.24,1
102.92,226.36,622.82,14.09,1
105.06,203.56,413.89,49.12,1
127.01,206.0,444.75,19.41,1
95.81,230.62,564.5,15.82,1
140.8,210.67,398.95,28.28,1
114.7,228.91,579.48,19.23,1
140.9,215.07,530.43,27.09,1
137.87,210.33,474.7,24.2,1
131.71,229.06,630.8,19.53,1
107.41,219.82,732.64,10.28,1
132.32,226.72,564.83,27.81,1
139.84,228.5,594.75,23.35,1
142.49,229.19,571.62,19.62,1
163.99,213.6,480.4,11.02,1
123.67,235.18,626.65,18.91,1
116.39,227.9,583.9,7.55,1
126.96,240.26,644.32,21.36,1
136.36,215.0,543.37,23.03,1
143.19,226.63,562.68,20.44,1
114.87,231.04,653.91,22.27,1
115.51,232.5,584.44,22.05,1
96.14,210.8,493.2,34.07,1
159.52,223.64,556.45,23.85,1
155.03,226.44,562.0,17.75,1
165.69,237.0,674.0,11.65,1
122.91,220.62,596.69,23.37,1
137.58,221.82,711.45,18.4,1
123.74,221.72,565.52,26.09,1
126.74,220.16,528.89,17.74,1
127.61,212.0,590.58,34.24,1
112.0,215.5,567.61,30.31,1
144.65,221.47,552.87,13.64,1
100.88,228.23,595.85,17.02,1
113.85,249.0,672.96,25.48,1
125.89,216.33,551.48,23.09,1
87.31,227.0,576.0,10.22,1
111.75,233.72,669.76,22.33,1
105.73,234.14,659.14,16.6,1
113.12,233.71,571.71,21.02,1
136.18,236.4,561.0,38.53,1
119.6,221.86,620.29,25.93,1
139.2,211.55,516.91,31.41,1
139.32,210.48,496.1,23.34,1
130.88,224.0,454.0,42.98,1
144.84,217.67,546.47,23.92,1
145.24,226.0,593.0,31.74,1
137.8,219.0,522.25,14.67,1
145.22,205.12,385.92,18.61,1
144.92,214.83,494.83,23.29,1
116.51,212.8,413.0,19.42,1
127.97,213.44,449.24,25.42,1
101.46,220.8,530.0,31.54,1
110.46,231.0,517.84,14.78,1
133.94,210.22,428.59,32.62,1
137.74,228.67,706.0,23.62,1
129.49,207.5,294.25,11.15,1
136.22,199.11,483.22,37.05,1
118.12,205.44,528.22,43.83,1
129.87,219.18,594.82,9.41,1
123.24,208.92,432.38,25.46,1
130.81,207.26,383.17,26.83,1
120.7,212.29,438.43,24.88,1
127.88,240.53,617.16,25.5,1
117.87,205.82,478.82,23.94,1
115.55,213.12,561.12,42.95,1
137.29,229.02,568.65,17.51,1
111.11,226.0,717.0,9.29,1
130.91,195.59,422.0,18.44,1
174.96,216.0,541.0,7.59,1
162.22,209.0,622.43,15.7,1
114.39,240.82,688.67,11.31,1
129.45,221.09,403.41,22.21,1
136.91,188.87,279.95,16.89,1
132.93,195.0,290.5,7.7,1
133.68,229.82,730.29,22.92,1
113.74,202.0,414.43,5.89,1
118.24,219.41,574.29,12.97,1
133.32,208.88,650.69,19.39,1
113.13,232.08,782.96,30.47,1
114.59,198.95,495.75,23.42,1
108.55,211.15,659.46,21.77,1
131.27,239.88,685.14,20.81,1
113.94,207.61,363.39,17.62,1
130.37,203.0,402.83,32.2,1
123.15,251.83,855.75,16.06,1
116.55,251.62,883.54,14.98,1
131.13,236.0,740.5,27.69,1
137.06,211.13,525.8,20.5,1
87.91,233.43,681.0,11.51,1
141.51,193.0,300.0,10.63,1
134.83,205.27,563.09,14.72,1
97.85,248.0,668.0,12.68,1
109.18,248.18,708.55,16.79,1
138.18,191.41,348.18,13.64,1
91.08,199.0,465.0,20.44,1
116.22,226.0,763.8,19.84,1
137.29,195.88,409.92,18.19,1
113.58,201.38,427.57,14.77,1
140.54,225.95,724.3,19.58,1
135.13,258.63,770.21,13.81,1
115.79,256.86,785.43,9.76,1
142.95,237.9,811.32,22.06,1
105.42,250.5,706.0,13.86,1
118.86,206.59,538.09,21.68,1
143.09,201.19,514.81,29.88,1
136.53,214.12,625.5,14.87,1
132.88,253.94,807.5,23.23,1
112.8,213.58,586.5,24.7,1
143.69,205.95,542.85,11.3,1
109.98,239.96,834.92,9.36,1
126.65,262.09,819.72,12.41,1
132.29,261.74,785.61,24.04,1
114.59,268.19,886.2,14.22,1
147.11,268.6,872.8,15.85,1
120.6,205.44,565.81,15.87,1
118.24,215.24,646.86,16.12,1
132.71,216.26,717.14,20.92,1
132.61,242.58,826.27,12.22,1
166.55,218.0,732.0,10.96,1
106.39,259.13,842.52,17.28,1
121.14,192.88,363.56,19.11,1
132.38,210.0,489.57,25.04,1
125.61,214.33,574.89,20.39,1
146.52,213.86,534.86,32.41,1
144.12,226.95,647.58,19.22,1
112.17,199.5,539.45,16.28,1
109.23,216.78,554.33,29.72,1
129.12,193.38,486.62,24.01,1
136.49,205.12,663.13,26.45,1
95.55,220.79,619.38,14.39,1
113.52,227.09,640.72,28.77,1
115.47,265.9,877.74,13.49,1
141.84,265.94,876.82,25.68,1
132.02,231.44,765.02,25.32,1
139.32,252.6,812.0,23.76,1
133.19,199.28,448.21,32.47,1
132.74,227.1,635.6,30.61,1
126.22,209.43,590.14,16.18,1
143.28,178.88,361.7,13.44,1
111.75,207.38,650.88,19.4,1
93.56,207.25,670.0,15.62,1
155.62,218.89,698.11,17.24,1
122.87,240.61,704.61,20.23,1
126.91,240.31,706.81,27.89,1
127.12,201.5,508.12,30.32,1
139.74,219.09,612.5,27.84,1
115.46,220.84,632.32,35.27,1
