a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql,binaryClass
-0.084,-0.0392,-0.4407,-0.0824,2.89,5.9649,0.6947,6,N
-0.3654,-0.0656,-0.08,0.4227,3.2962,2.1663,0.3753,7,P
-0.2206,-0.1484,-0.2528,-0.4368,3.7276,2.9593,0.2818,5,N
0.4032,-0.3041,0.3043,-0.1676,3.2621,4.2451,0.49,6,N
-0.4453,-0.2139,-0.0093,-0.4551,1.4769,1.2099,0.536,7,P
-0.1267,0.1362,0.4911,-0.0874,4.7274,3.5818,0.3702,7,N
0.1464,-0.1621,-0.4415,-0.1743,5.2468,1.4685,0.8725,6,P
-0.1939,0.4113,-0.1635,-0.0181,0.7325,0.389,0.8126,6,P
0.165,0.0562,-0.1687,0.4607,2.2509,2.1512,0.8203,8,P
0.3218,-0.0642,0.0701,-0.2524,4.488,2.421,0.184,6,N
0.3293,-0.1892,0.2673,0.3378,1.8403,2.2186,0.3055,7,P
-0.421,0.0318,0.2545,-0.0042,2.203,1.1684,0.7603,8,P
0.3575,0.0265,-0.1901,-0.0133,0.5931,3.4691,0.3245,5,P
0.3611,-0.3587,-0.4892,-0.4765,7.2876,1.5877,0.4192,8,N
0.3175,0.1832,0.2477,0.1222,5.2953,2.674,0.1915,8,N
-0.2632,-0.1413,0.4493,-0.3008,1.7115,4.8791,0.4523,8,N
-0.1674,0.3683,0.4457,0.2028,4.4157,5.0126,0.9528,8,N
-0.4063,-0.4972,-0.4594,-0.4947,3.5315,1.2869,0.6695,5,P
-0.1358,-0.375,-0.4405,-0.3734,0.023,0.7281,0.2714,8,P
-0.2398,-0.2233,-0.2327,-0.289,2.162,0.9271,0.7679,6,P
-0.2909,0.288,-0.0201,0.1999,11.2443,1.5042,0.3337,6,N
-0.4525,0.4171,-0.0275,-0.4425,5.8245,0.4956,0.7933,8,P
0.2275,-0.3901,-0.1685,-0.0169,3.453,0.0211,0.6538,8,P
-0.1438,0.2146,-0.3078,-0.3054,4.635,6.3398,0.5122,7,N
0.4493,-0.1942,0.0424,0.3678,0.3196,5.8529,0.4473,8,N
0.0259,-0.2102,-0.3618,0.4169,1.9495,2.3358,0.3174,7,P
-0.3102,0.0429,0.3194,0.2099,5.3204,6.2729,0.6084,8,N
0.1439,-0.1788,0.4047,0.4768,3.6051,1.5201,0.7239,7,P
-0.0115,0.1399,-0.3239,0.453,2.7213,3.2031,0.6859,8,P
-0.0435,-0.2376,0.4588,-0.0111,2.8273,1.8019,0.6442,6,P
0.0596,-0.4739,0.1449,-0.21,3.5123,0.5736,0.4827,7,P
0.2403,-0.3286,0.0294,-0.4502,7.5915,3.3885,0.3104,8,N
0.1184,-0.0818,0.0184,0.3268,1.5096,4.6796,0.7761,8,N
-0.3151,0.032,0.038,0.1677,2.7606,0.4816,0.0991,7,P
0.3273,-0.1898,-0.1426,-0.2946,2.6918,0.7265,0.5555,7,P
-0.4786,0.2548,0.27,0.4164,1.4225,8.3198,0.488,8,N
-0.2293,-0.2208,0.2119,-0.2781,2.7243,0.1812,0.9732,5,P
-0.0537,-0.0038,-0.3953,0.4371,0.0132,1.5686,0.5714,8,P
0.4604,0.2039,0.2452,0.4224,2.1671,0.4106,0.8896,8,P
-0.3455,0.3585,-0.3865,-0.4584,1.9206,0.5804,0.6759,5,P
0.2236,-0.4408,-0.0174,0.2868,5.4108,0.6097,0.8365,8,P
-0.1961,0.4097,0.1387,0.4125,2.6037,1.4309,0.8081,5,P
-0.0617,-0.3959,-0.0458,0.1313,0.9672,1.7973,0.885,8,P
0.2727,0.4048,0.0773,-0.4849,1.6334,0.202,0.7418,6,P
0.0469,0.2648,-0.2428,-0.2722,0.4892,0.5534,0.7796,6,P
-0.1712,-0.3736,0.2093,-0.0029,3.2787,0.7171,0.2089,5,P
-0.2012,-0.4213,0.0833,0.4254,6.3902,2.6719,0.5226,7,N
-0.3337,-0.3072,0.2805,-0.4819,7.7168,0.485,0.223,7,N
0.0482,0.1934,-0.26,0.0154,2.1374,7.4006,0.6814,6,N
-0.164,0.2591,0.3503,-0.3813,0.8066,2.3373,0.7381,5,P
0.2786,0.4804,-0.4354,-0.2108,5.6864,0.1527,0.4999,7,N
-0.4187,0.299,-0.4789,-0.2284,1.4501,6.8168,0.5573,7,N
0.2776,0.1687,0.2217,0.4933,3.477,0.5684,0.6814,5,P
0.4785,0.1372,0.0262,-0.4094,5.2196,5.4867,0.4217,7,N
-0.1285,-0.3097,0.1234,-0.3412,0.415,0.6267,0.8248,8,P
-0.1191,0.1692,-0.1567,-0.4229,0.5627,1.1499,0.8938,5,P
0.0248,-0.222,-0.0411,-0.2594,1.4715,4.4757,0.3736,8,N
0.024,0.0578,-0.237,0.1155,4.0297,1.6836,0.9391,5,P
-0.1065,0.0064,0.1192,-0.0155,1.2181,3.9936,0.8624,6,P
0.4531,-0.4517,-0.133,-0.3386,0.0901,0.7834,0.6579,6,P
-0.2092,-0.3488,-0.4315,0.3232,3.884,0.9269,0.9085,6,P
0.4049,0.0169,-0.2217,-0.0565,13.9722,10.6184,0.6438,5,N
-0.1749,-0.4012,-0.367,-0.0719,1.2593,2.9546,0.779,6,P
-0.2148,-0.2065,-0.1624,-0.12,1.6398,2.0207,0.4081,8,P
0.4069,-0.3939,0.3097,0.095,3.9531,0.2344,0.2388,7,P
0.1335,-0.493,0.1734,0.0819,6.5263,0.7796,0.6639,6,P
-0.007,-0.2994,0.4737,-0.2953,0.4664,6.0981,0.4278,7,N
0.0284,0.3145,0.2025,-0.3592,0.8568,1.9259,0.3555,6,P
0.2686,0.2257,-0.1486,0.136,3.8339,12.8754,0.9059,6,N
-0.3615,0.2602,-0.2174,0.303,7.8325,1.6956,0.4461,6,N
-0.0369,0.0319,-0.489,-0.0924,9.2343,4.1268,0.4852,5,N
0.4701,-0.4965,0.1313,0.228,0.7135,5.6577,0.622,8,N
-0.111,0.061,-0.3863,0.4467,0.3597,3.874,0.2593,5,N
0.0908,0.4209,-0.2513,-0.2435,0.7073,3.4426,0.6976,7,P
-0.2688,-0.393,0.2429,-0.4044,4.143,4.6754,0.6025,6,N
0.2049,0.0063,0.2481,0.109,1.9964,4.6289,0.4458,5,N
-0.3551,0.0039,0.0504,0.2033,1.8396,2.2942,0.7203,8,P
-0.1288,0.3302,0.0634,0.0356,1.0348,0.2975,0.9194,7,P
-0.4326,-0.1622,0.3338,-0.2273,2.2669,6.5019,0.7471,5,N
0.0201,-0.2292,0.3787,-0.3259,1.5099,2.9382,0.2771,5,P
0.3784,-0.1436,0.3895,-0.0864,4.0637,1.3107,0.3406,6,P
-0.0386,-0.2363,0.3332,-0.4152,3.6423,0.346,0.4243,5,P
0.4614,-0.1553,-0.4183,0.0518,10.4377,1.0748,0.7892,8,N
0.0831,-0.0013,0.0996,0.1317,0.5457,3.6104,0.8712,5,P
0.1171,-0.4195,0.3359,-0.3505,1.9892,10.6873,0.5379,8,N
0.0212,-0.1985,-0.1376,-0.0197,0.0702,0.7023,0.6875,8,P
0.1316,0.1891,0.2636,-0.3878,1.8017,0.4475,0.1271,7,P
-0.2498,-0.3445,-0.273,-0.3772,6.9222,0.7701,0.319,8,N
-0.0779,0.201,0.1124,0.2332,1.0339,3.4664,0.3596,7,P
-0.0625,-0.4391,0.3343,0.0424,0.8569,0.4404,0.7534,8,P
0.2695,-0.3131,-0.3424,-0.3406,1.8091,3.4287,0.8755,7,P
-0.1255,-0.1002,-0.2061,0.0243,0.7223,2.8631,0.5341,7,P
0.2523,-0.0815,0.154,0.2688,0.1518,2.4265,0.8016,7,P
-0.2396,-0.4402,-0.2917,0.1918,0.4741,2.5552,0.8375,6,P
-0.1239,0.2024,-0.2918,-0.3724,0.4519,3.7047,0.2151,6,N
-0.1317,0.1854,0.3452,0.2823,0.9751,1.5408,0.6107,8,P
-0.2306,0.276,-0.1993,-0.3626,5.6347,0.1862,0.6592,6,P
-0.024,0.424,0.4281,-0.4865,0.7816,0.749,0.633,5,P
-0.1755,-0.0895,-0.3328,-0.1744,0.7827,22.2451,0.8345,7,N
0.1734,0.0188,-0.0688,0.2603,1.1979,7.7097,0.5699,8,N
-0.3189,-0.3516,-0.2053,-0.0153,0.095,1.0342,0.8862,8,P
0.3306,-0.243,-0.4247,-0.0001,0.4806,8.1434,0.5914,8,N
-0.3611,-0.3558,-0.0063,-0.0941,0.276,3.4517,0.282,7,P
-0.0496,-0.1734,-0.3453,0.4026,7.6156,2.084,0.8339,7,N
-0.0029,0.4014,0.0846,-0.3841,0.2357,3.5152,0.6821,6,P
-0.3914,-0.083,0.2578,0.2708,19.0985,0.4134,0.4169,5,N
0.3477,-0.3752,0.353,0.4523,0.4565,4.5809,0.4354,7,P
0.2469,0.0084,0.0359,-0.0587,2.1892,3.7532,0.4364,8,P
0.1799,-0.1304,0.0792,0.3681,1.067,0.7381,0.5649,5,P
0.365,0.2972,-0.2249,-0.0792,0.0404,1.4673,0.6611,8,P
0.3638,0.4971,0.3456,-0.4786,3.2361,6.3555,0.7495,8,N
0.1394,0.2948,0.2481,-0.2837,2.1114,5.5568,0.6433,8,N
-0.1851,0.4536,0.1758,0.2022,1.1129,2.0311,0.7717,5,P
0.3279,-0.427,0.1697,0.3541,0.8021,3.8121,0.4522,5,P
-0.1771,-0.4603,-0.0124,-0.2868,1.9931,1.6904,0.3585,8,P
-0.0958,-0.1738,0.3659,-0.1512,1.5677,1.7013,0.4892,5,P
-0.0637,-0.4604,0.2408,0.1124,0.3688,3.1953,0.8675,5,P
-0.2236,-0.2961,0.4659,-0.4392,5.283,1.133,0.2617,5,P
-0.0583,-0.3093,0.268,0.4044,8.4585,0.2438,0.7956,8,N
0.0109,-0.1606,-0.2099,0.2893,3.871,5.2142,0.4352,6,N
-0.1025,-0.3158,-0.0438,0.3347,3.1163,2.265,0.7128,8,P
0.414,-0.1045,0.3349,0.3016,0.6987,5.0669,0.8661,7,P
0.0349,-0.3635,0.4614,-0.1433,2.3541,5.4834,0.5058,8,N
0.231,-0.4477,-0.1679,0.3044,1.3766,3.9436,0.4052,7,P
0.0668,-0.3324,-0.1886,-0.2256,0.1024,6.5379,0.7803,5,P
0.4777,0.4847,-0.1536,-0.0957,15.0037,0.4338,0.0484,7,N
0.2611,0.3505,0.1305,0.1257,0.5192,2.838,0.545,8,P
-0.2012,0.3609,0.4435,-0.3005,0.0377,0.6334,0.6475,6,P
0.1711,-0.1837,0.0178,0.3196,0.7262,0.5278,0.7696,7,P
0.0672,0.4258,0.2042,0.0685,3.9705,3.6109,0.3912,7,N
0.0438,0.2873,-0.2396,-0.2159,0.4289,5.2451,0.7755,8,P
0.1845,0.1391,0.03,0.0492,2.4073,0.5488,0.8027,8,P
-0.4112,-0.2812,-0.1593,-0.1574,9.6573,2.6514,0.8637,6,N
0.4082,0.179,-0.3874,-0.0065,6.1191,0.145,0.4046,5,N
0.2402,0.3359,-0.2144,0.3387,1.0307,4.0292,0.4024,6,N
0.1767,0.089,-0.3972,0.4538,0.9209,5.0784,0.7552,8,N
0.4427,0.0438,0.4496,0.1207,0.4608,3.3589,0.2016,6,P
0.0922,0.192,-0.5,-0.3542,2.1563,4.6743,0.1993,8,N
-0.1248,0.3877,-0.3473,-0.323,6.3821,2.5515,0.4944,7,N
-0.3785,0.0728,-0.0052,-0.0303,2.2441,3.533,0.574,7,P
0.0427,-0.2984,0.0769,0.2193,2.0744,2.9132,0.4265,8,P
-0.4971,-0.2988,0.3952,-0.1545,5.2255,1.8933,0.4447,7,N
-0.2117,0.4239,0.4611,-0.0544,0.5493,10.8418,0.6361,8,N
-0.3022,-0.1677,-0.2433,0.2744,2.4426,1.833,0.6243,7,P
-0.3105,0.2928,0.2517,-0.3117,5.8896,13.1938,0.4263,5,N
-0.3246,0.4323,0.4415,0.3719,1.5031,1.1051,0.2421,6,P
0.1808,-0.3319,-0.0352,0.3063,19.1714,1.3302,0.8238,8,N
0.4917,0.3075,-0.2224,-0.1133,4.5712,1.5916,0.611,7,N
0.3082,0.2644,-0.0147,0.4548,1.2694,2.4582,0.882,6,P
-0.4153,-0.4722,0.3996,-0.1619,1.9227,0.0569,0.7864,7,P
-0.1876,0.127,0.4255,0.228,4.875,1.0467,0.8417,8,P
0.4574,-0.4618,0.0023,-0.4849,0.1103,12.1194,0.2725,7,N
0.3437,0.4766,-0.293,0.3577,0.5232,0.0919,0.7192,6,P
0.0515,-0.3814,-0.1211,0.4595,5.6249,0.508,0.5564,7,N
-0.016,-0.1278,0.1901,0.4274,4.5435,0.2785,0.53,7,P
-0.4831,0.3022,0.307,0.2495,1.0819,2.7701,0.7369,8,P
0.1756,0.4474,-0.296,0.2321,6.2672,12.3508,0.4935,7,N
-0.4838,-0.358,0.1344,-0.4614,0.1006,0.1569,0.4981,7,P
0.4353,0.3818,-0.0638,-0.0444,6.165,0.9663,0.2084,8,N
0.1024,0.2004,-0.3341,0.0249,9.4122,12.1898,0.7588,6,N
-0.1641,0.406,0.1489,-0.4823,1.1553,11.8336,0.4825,8,N
0.1848,-0.1363,-0.1434,-0.0045,1.7695,8.0757,0.7083,6,N
-0.143,0.1279,0.3704,0.0768,4.3782,1.5045,0.8616,6,P
-0.2347,0.3062,0.2162,0.124,2.5595,1.5305,0.5795,6,P
-0.4569,0.1266,0.138,0.1253,0.1082,0.2542,0.4491,6,P
0.0184,0.361,0.4798,0.1176,2.4956,1.5866,0.3204,8,P
-0.0458,-0.1869,0.4519,0.4292,0.4765,2.3467,0.6182,5,P
-0.3251,0.1533,0.2211,0.4665,13.8736,3.2034,0.465,5,N
-0.2343,0.3101,-0.4843,-0.2989,1.9159,0.8913,0.4465,7,P
0.1343,-0.0406,-0.3319,-0.2079,3.2242,2.364,0.5412,8,P
-0.3227,-0.4103,-0.3726,-0.0015,0.9992,1.9567,0.2214,8,P
-0.0406,0.2189,-0.3637,0.0246,1.2986,1.016,0.7274,6,P
-0.2124,0.3431,-0.0904,0.3461,2.1155,2.2397,0.8218,5,P
0.1008,-0.165,0.3679,-0.1194,6.8356,5.0412,0.7744,8,N
0.4964,0.3407,0.1913,0.3923,3.6841,1.5322,0.6496,7,P
-0.4925,-0.018,0.1613,0.3379,12.2716,1.0794,0.813,5,N
-0.4574,0.0065,-0.2467,0.2405,6.8082,0.2743,0.4452,8,N
-0.2905,0.1396,-0.3329,-0.1703,4.5208,0.587,0.8566,7,P
-0.3619,-0.26,0.3684,-0.0611,1.503,0.4809,0.5008,6,P
-0.2233,-0.0527,0.1494,-0.3489,2.2294,1.3371,0.2192,7,P
-0.1932,0.3557,0.2374,0.0916,1.9345,3.2177,0.4247,6,P
0.3398,0.3827,-0.0198,0.0787,0.9882,0.5095,0.4871,8,P
-0.1547,-0.1992,0.2391,0.307,5.8783,0.1484,0.1108,7,P
-0.3749,-0.3898,-0.0177,-0.3727,1.3355,10.2646,0.3389,6,N
-0.379,-0.4642,0.4587,0.4686,2.6378,0.8867,0.5819,7,P
-0.2396,-0.1214,0.0329,0.3828,9.1702,1.2972,0.7887,5,N
-0.1173,-0.3686,0.314,0.1957,9.5795,0.1655,0.6885,6,N
0.2507,0.4242,0.0484,-0.3926,3.1156,0.5093,0.5294,5,P
0.1592,0.416,0.1531,-0.154,0.7139,9.43,0.9108,7,N
0.287,-0.0562,0.0565,-0.135,3.7123,2.1316,0.5945,7,P
-0.0886,-0.341,0.2735,-0.2294,0.1356,4.5184,0.8766,5,P
-0.0914,-0.2103,-0.065,-0.0119,5.5119,0.0438,0.6606,6,P
0.4925,-0.1561,-0.0056,-0.3589,0.0285,3.008,0.3935,6,P
0.0321,-0.4465,-0.2066,0.2543,0.7854,0.3988,0.6734,5,P
-0.2055,-0.2657,-0.2766,-0.0838,3.4321,4.3118,0.1401,7,N
0.047,-0.3693,0.4055,-0.2905,1.0536,0.326,0.4305,8,P
-0.1542,-0.1338,0.2148,0.1642,2.0426,1.6233,0.4474,5,P
-0.4116,-0.4304,0.3573,0.0508,6.5493,2.8635,0.221,5,N
0.1804,0.4834,0.2016,-0.0059,1.6843,1.2263,0.5305,8,P
-0.0667,-0.4846,0.4887,0.4031,4.456,23.3748,0.8928,5,N
0.3216,0.0736,0.4227,0.3625,2.058,1.7509,0.6902,7,P
0.3478,-0.0287,0.3116,0.2956,3.2168,7.8917,0.5476,7,N
-0.1884,-0.4461,0.1343,-0.3336,3.1417,5.4707,0.367,7,N
-0.2216,0.1898,-0.2883,-0.377,0.759,4.0417,0.7322,8,P
0.0141,0.4404,0.0775,-0.4727,0.3507,3.9673,0.5458,6,P
-0.3785,-0.2565,-0.4072,0.346,7.913,2.1773,0.5852,5,N
-0.0078,-0.4073,0.1095,0.1057,0.3011,1.0993,0.9179,6,P
-0.431,0.1947,-0.3011,-0.1376,2.912,2.6119,0.963,8,P
-0.3601,0.1961,0.3087,-0.2332,6.0066,3.4522,0.865,8,N
0.1974,-0.285,0.1929,-0.0055,0.6629,1.8032,0.896,7,P
0.0225,-0.4955,-0.4918,-0.3828,2.9998,0.1598,0.4223,6,P
0.1318,0.2819,-0.1378,0.0168,5.1119,3.9211,0.7534,8,N
0.2712,0.2803,-0.3162,0.1701,4.0079,11.4524,0.4965,5,N
-0.1747,-0.475,0.3781,0.1271,10.796,0.1252,0.5991,5,N
0.1567,-0.4049,0.2912,0.1199,4.1786,5.0652,0.8472,7,N
-0.096,0.1325,0.2339,0.2097,4.2272,2.7429,0.4907,6,P
0.2341,0.4769,0.081,-0.1247,2.1635,4.7678,0.7872,5,P
0.4735,0.0997,-0.431,0.4947,3.5126,2.9623,0.6916,6,N
-0.4459,0.0779,-0.0263,-0.3739,3.2905,5.0599,0.7632,7,N
0.4977,-0.1963,0.0761,-0.3823,2.1169,1.248,0.2839,8,P
-0.393,-0.0868,-0.4358,-0.0319,9.3592,1.4953,0.8874,6,N
0.4179,0.0382,0.4703,-0.101,7.2831,5.5934,0.9322,6,N
0.0655,0.0957,0.3977,-0.4238,0.8386,0.2905,0.8381,8,P
0.2597,0.2057,-0.4112,-0.4277,4.1785,3.2721,0.7688,7,N
0.1918,0.1243,-0.3231,0.3456,1.387,7.0309,0.7263,6,N
-0.0537,-0.1618,-0.2363,-0.4434,3.298,1.9805,0.2638,5,P
-0.3511,-0.4244,-0.2065,-0.1965,0.055,20.2456,0.6934,8,N
-0.0414,-0.4286,-0.2412,0.3065,4.3029,2.178,0.5904,8,P
0.108,0.1937,-0.1967,0.4212,6.3202,0.6798,0.0915,8,N
-0.4827,-0.2405,-0.3139,-0.2616,6.8314,0.9366,0.2696,8,N
-0.2091,-0.2638,-0.4115,-0.3676,6.1895,7.9013,0.5262,8,N
-0.4193,0.0066,0.36,0.3926,2.0136,1.4915,0.6399,8,P
-0.202,-0.0184,0.0761,-0.0813,2.6904,0.4654,0.5929,6,P
-0.3052,0.04,-0.496,0.3152,6.5235,0.2764,0.7242,8,P
-0.3588,-0.3172,-0.1594,0.2273,3.1844,0.4927,0.3556,8,P
-0.4878,-0.3773,-0.223,-0.1668,3.1701,0.287,0.5803,8,P
0.1121,-0.3003,-0.288,0.3646,0.6459,3.12,0.7314,7,P
0.3001,-0.1088,0.3546,0.067,3.1653,2.5096,0.7639,5,P
-0.2752,-0.039,0.4248,0.1574,3.9836,1.1489,0.6584,6,P
0.2985,-0.1457,0.2042,0.0884,0.9499,1.1018,0.5388,8,P
0.4686,-0.0327,0.1477,0.2556,3.4772,3.4045,0.4988,6,N
0.3753,-0.3098,0.1027,0.0159,15.7884,12.1758,0.4557,5,N
0.1257,0.4625,0.3387,-0.4964,2.6312,9.5209,0.3203,8,N
-0.4391,-0.4989,-0.3552,-0.2998,5.6471,1.2309,0.3967,8,N
0.2832,0.402,0.0341,0.2277,0.2044,2.3162,0.3796,7,P
0.0893,0.3528,-0.4414,0.4904,0.5365,2.7232,0.7208,7,P
-0.3851,-0.3429,-0.0116,0.4038,2.9688,0.7018,0.5978,5,P
-0.0602,-0.1594,0.1325,-0.2864,3.742,10.8403,0.8377,5,N
0.4658,0.0145,0.3441,0.4623,0.0295,2.7979,0.4554,5,P
-0.1091,-0.1991,0.2706,0.0116,0.5859,2.0952,0.8761,6,P
-0.311,-0.0825,0.436,-0.4924,3.3892,0.9456,0.8046,7,P
0.3442,0.4043,0.0282,0.4119,7.3945,2.3683,0.8529,8,N
0.1432,-0.1598,0.3509,-0.0753,5.3566,0.0629,0.4841,6,P
0.2023,0.4177,0.1485,-0.4581,4.0569,0.3885,0.3499,6,P
-0.452,0.2395,-0.3219,0.3038,4.0024,0.6601,0.8012,8,P
-0.4581,0.2525,0.3303,0.0379,15.2636,0.5171,0.6305,7,N
-0.4948,0.2519,-0.0372,-0.2106,1.4116,0.0033,0.4305,7,P
0.3965,0.3696,0.4913,-0.4567,5.433,2.588,0.402,7,N
-0.2336,0.3764,-0.2982,0.2414,4.6272,0.5456,0.4724,5,P
-0.116,-0.252,-0.4524,-0.4816,2.1825,2.555,0.2874,8,P
-0.2379,0.2358,0.0228,-0.2032,20.9774,1.4402,0.9679,5,N
-0.298,-0.0609,-0.0416,-0.4063,7.5979,8.8404,0.807,6,N
0.3827,0.2832,-0.0303,-0.1806,4.7859,4.1618,0.5141,7,N
0.403,0.086,-0.4251,-0.4991,0.7188,1.4777,0.6567,6,P
-0.3744,-0.0801,0.4225,0.1122,0.1043,1.0197,0.1158,6,P
-0.155,-0.3737,0.2811,0.2623,1.7662,3.9927,0.5431,6,P
-0.2697,-0.4984,0.4625,0.431,5.8498,0.0554,0.4235,5,N
-0.3328,0.2799,-0.0729,-0.2692,2.7578,6.7849,0.9029,8,N
0.0175,0.4354,-0.4414,-0.3512,0.0326,5.5062,0.3201,8,N
0.0263,0.398,-0.2649,0.0808,1.6694,0.5194,0.2693,6,P
0.1089,0.4833,-0.088,-0.4571,2.9275,2.6771,0.7087,7,P
0.2172,-0.3424,-0.2926,0.1535,1.348,1.6295,0.612,6,P
-0.1817,0.3091,0.044,-0.3717,4.2825,2.2279,0.6442,6,P
0.1375,-0.2539,-0.1481,-0.2204,14.2661,1.0883,0.6816,5,N
0.2949,-0.0447,-0.4076,-0.3419,0.6454,2.1905,0.2544,8,P
-0.3941,-0.27,-0.206,-0.4859,0.1307,4.2433,0.6038,6,P
0.1323,-0.041,0.1955,-0.3439,2.4384,0.9538,0.6635,7,P
-0.4606,-0.3718,0.1292,-0.2623,5.2068,0.947,0.8572,7,P
0.0929,-0.2202,0.2277,0.0017,2.4345,1.2123,0.4476,7,P
-0.3813,-0.3023,-0.1504,0.2248,5.0492,3.3125,0.8315,8,N
-0.0102,-0.0187,-0.3876,0.3552,1.1448,3.4251,0.5877,8,P
0.203,0.0986,-0.1184,0.2865,0.6518,6.0528,0.5099,5,N
-0.0644,0.2243,-0.4461,-0.0272,0.4465,3.7342,0.5384,6,P
-0.2695,-0.3376,0.2244,-0.098,4.485,0.4194,0.6721,8,P
0.3149,0.2859,0.2378,0.1693,1.5997,1.2718,0.5169,6,P
0.4132,0.0095,-0.2191,-0.4695,5.022,0.8236,0.7831,8,P
-0.4571,0.4261,-0.307,-0.083,0.0937,5.8689,0.4881,5,N
0.4625,-0.2793,-0.2284,-0.0494,0.5352,0.136,0.436,6,P
-0.0326,0.2719,0.4493,0.3621,1.0634,15.294,0.7295,5,N
-0.4824,-0.0298,0.0207,-0.1459,6.6005,0.3543,0.4408,7,P
0.0233,-0.4077,0.2433,-0.3362,1.9819,3.9413,0.4214,5,N
0.1611,0.1625,0.4929,-0.1029,10.5091,1.3303,0.5933,6,N
0.1196,-0.2592,-0.4869,-0.015,1.2722,1.0895,0.2521,5,P
-0.3644,-0.2777,-0.0865,0.2655,1.6372,0.523,0.7034,7,P
0.1816,0.025,0.1131,-0.0371,6.6492,4.2131,0.5253,7,N
0.0765,0.0178,0.3605,-0.0282,0.5866,1.4414,0.6359,5,P
0.3874,-0.15,0.423,-0.0549,1.5144,0.4136,0.592,7,P
0.3019,-0.2425,0.4376,-0.0831,3.9908,1.4415,0.8663,5,P
-0.0588,0.2725,-0.0213,0.2263,6.5164,3.458,0.29,5,N
0.0487,-0.1886,0.1775,-0.1013,0.1251,1.9413,0.6726,5,P
0.1801,0.4049,0.0975,-0.0513,2.0591,2.6632,0.5168,5,P
0.3012,-0.4283,0.1446,-0.3297,0.5036,6.2325,0.4808,6,N
0.2216,-0.4759,-0.4593,0.1333,1.7961,0.4003,0.8314,5,P
0.3225,-0.4337,0.4258,0.0046,0.3112,2.9504,0.5583,6,P
0.3205,-0.2899,0.0211,0.3086,8.0936,10.5445,0.5021,7,N
-0.2315,0.4694,0.0917,0.48,3.5523,6.0709,0.7132,8,N
0.327,0.1488,0.3515,-0.0319,7.2736,12.7894,0.4664,8,N
0.1171,0.4441,0.1498,0.3617,1.6319,8.8149,0.5912,5,N
-0.1834,-0.3633,0.1078,-0.3052,1.0767,2.2986,0.4833,6,P
-0.2161,0.4256,-0.1437,0.0834,0.1648,0.5981,0.1821,5,P
0.088,-0.2608,-0.074,-0.1016,1.4413,3.3771,0.6153,7,P
0.0964,0.1833,0.0384,-0.2763,1.5369,3.0346,0.3132,8,P
-0.374,-0.0019,0.2383,0.1384,1.3631,1.4609,0.6384,6,P
0.3825,0.1818,-0.0316,0.386,6.2368,1.3021,0.5311,5,N
-0.3145,-0.3826,0.237,0.283,1.3507,5.9918,0.2366,7,N
0.1769,0.296,0.3883,-0.4989,0.4293,9.1595,0.7996,6,N
0.2101,0.2886,-0.4173,-0.098,5.4337,4.8504,0.1764,5,N
0.1657,0.3239,0.203,0.0808,0.4392,3.7588,0.7876,5,P
0.487,-0.338,-0.2021,0.1363,4.5802,1.1217,0.2924,5,N
0.2485,-0.2475,-0.3018,-0.3832,4.5337,0.4621,0.4589,6,P
-0.4503,0.2482,0.1996,0.4217,0.4682,2.6873,0.7266,7,P
-0.3083,0.2388,0.4096,0.4179,7.6617,3.8973,0.5526,8,N
0.2652,0.3011,0.0687,-0.2707,6.4477,0.5724,0.6385,5,P
0.474,0.0424,-0.4987,0.1148,4.373,1.0895,0.7403,7,P
-0.2873,0.2079,0.4831,-0.0096,2.5986,1.7607,0.7097,8,P
-0.189,-0.0657,0.4775,-0.0108,0.817,8.6678,0.2022,6,N
-0.2569,-0.2218,-0.0136,-0.0388,1.2409,3.993,0.881,8,P
0.4389,0.3109,0.0891,0.2285,9.81,4.8384,0.6237,7,N
0.2814,0.2165,0.2393,-0.0375,3.0781,0.7167,0.7042,5,P
0.3629,-0.2972,-0.1152,-0.4408,2.4496,4.1828,0.6797,8,N
-0.4099,0.226,-0.2525,0.4726,2.9302,1.0433,0.9071,5,P
-0.1692,0.1975,0.372,0.051,5.3705,1.6339,0.6714,6,P
-0.3348,0.0819,-0.0903,0.1896,4.7893,0.873,0.3052,5,P
-0.3502,-0.0008,-0.2438,0.2308,1.5081,0.2681,0.469,5,P
0.4359,0.1931,-0.4588,-0.0926,12.4116,0.744,0.3178,7,N
-0.1241,-0.359,0.3956,0.265,0.9645,0.0254,0.9152,5,P
0.1694,-0.2352,-0.0177,0.3811,3.9762,5.0864,0.6863,8,N
0.2754,-0.2162,-0.1416,0.2961,1.2536,0.5305,0.962,5,P
-0.3423,-0.2424,0.1798,0.4917,2.0887,0.891,0.8211,5,P
0.196,-0.4053,-0.4795,-0.238,1.1509,1.312,0.7011,5,P
0.2641,0.3601,0.1188,-0.0328,0.3009,2.881,0.5368,7,P
-0.4355,-0.4761,0.0558,-0.2376,0.3869,2.1445,0.7945,7,P
0.2826,-0.3071,-0.4762,-0.1379,6.7211,1.0893,0.4388,8,N
-0.1229,0.2091,0.4768,-0.1608,9.8984,0.3229,0.6919,8,N
0.0883,0.0964,-0.1291,-0.4964,8.0863,4.4263,0.3067,8,N
-0.011,0.3631,-0.2514,-0.1312,5.4973,4.6529,0.6175,7,N
