params,model,test_accuracy,test_f1_weighted,test_gmean,test_roc_auc,test_roc_auc_oracle,test_fscore_oracle,technique,ds,ds_complete,roc_auc_perdif,fscore_perdif
"{'classifier': RandomForestClassifier(max_depth=10), 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",Random Forest,0.985,0.98456338028169,0.9354143466934852,0.9375,0.9791666666666669,0.9975111085040548,$\epsilon$-PrivateSMOTE,ds16,ds16_1.0-privateSMOTE_QI0_knn3_per1.csv,-6.25,-1.5436619718310007
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=4,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=100, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__n_estimators': 100}",XGBoost,0.7986577181208053,0.7912939896402448,0.6799378370964969,0.5010061849106371,0.5021428463149323,0.7968967693693407,$\epsilon$-PrivateSMOTE,ds32,ds32_10.0-privateSMOTE_QI3_knn1_per2.csv,0.004214587335158499,0.3444462228703655
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.01, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",XGBoost,0.877,0.8787223081831743,0.7224837716312786,0.5016102198682039,0.5080460077366927,0.9090282386898052,$\epsilon$-PrivateSMOTE,ds37,ds37_1.0-privateSMOTE_QI2_knn5_per2.csv,-0.44619994709191346,-5.773904037019657
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=100, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",XGBoost,0.5570469798657718,0.5013580636587148,0.4291643218720897,0.5001620528574147,0.5017605633802817,0.7751970354012401,$\epsilon$-PrivateSMOTE,ds56,ds56_10.0-privateSMOTE_QI2_knn5_per2.csv,-0.06176847906998901,-37.620603696707114
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.01, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=7,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 7, 'classifier__n_estimators': 500}",XGBoost,0.8042505592841164,0.8014353890482383,0.7154307094865261,0.5009831755704692,0.5022226120275145,0.8014353890482383,$\epsilon$-PrivateSMOTE,ds32,ds32_5.0-privateSMOTE_QI0_knn3_per1.csv,-0.0003782321967395954,1.630482918261814
"{'classifier': RandomForestClassifier(max_depth=10, n_estimators=500), 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",Random Forest,0.899,0.8793951057258257,0.5558915036257219,0.5059342648423448,0.522979046775296,0.8870606837630686,$\epsilon$-PrivateSMOTE,ds37,ds37_10.0-privateSMOTE_QI1_knn5_per2.csv,0.41198653261840235,-5.701759418376027
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.01, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=4,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 4, 'classifier__n_estimators': 500}",XGBoost,0.869,0.8080909577314072,0.0,0.5,0.5014091014973135,0.8332860690307576,$\epsilon$-PrivateSMOTE,ds37,ds37_1.0-privateSMOTE_QI1_knn5_per2.csv,-0.765777779542191,-13.347760241289109
"{'classifier': RandomForestClassifier(max_depth=10), 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",Random Forest,0.8875,0.8346026490066225,0.0,0.5,0.977777777777778,0.995047285679194,$\epsilon$-PrivateSMOTE,ds4,ds4_5.0-privateSMOTE_QI2_knn5_per2.csv,-1.6965822473567684,-14.49369128362448
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=7,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 500}",XGBoost,0.5234899328859061,0.3597551961682879,0.0,0.5,0.5006291878333533,0.7796761455897383,$\epsilon$-PrivateSMOTE,ds56,ds56_10.0-privateSMOTE_QI0_knn5_per3.csv,-0.09414853647420748,-55.238952795168785
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.01, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",XGBoost,0.8798076923076923,0.8235540035412158,0.0,0.5,0.5015807903951977,0.8396378425751794,$\epsilon$-PrivateSMOTE,ds2,ds2_0.5-privateSMOTE_QI3_knn1_per1.csv,-0.2544783194451449,-3.4517202121532966
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",XGBoost,0.8278112449799196,0.844937287836268,0.8608908046270668,0.5009523712293464,0.5053837927494144,0.9260992731944808,$\epsilon$-PrivateSMOTE,ds50,ds50_0.5-privateSMOTE_QI3_knn3_per3.csv,-25.152997909182933,-12.637587121471135
"{'classifier': RandomForestClassifier(max_depth=10, n_estimators=500), 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",Random Forest,0.7953020134228188,0.7708411099003917,0.5864225462198159,0.5014249549016933,0.5047751148301424,0.7757918478899134,$\epsilon$-PrivateSMOTE,ds32,ds32_5.0-privateSMOTE_QI1_knn3_per2.csv,0.08780390281593874,-2.2491952277510405
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=4,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__n_estimators': 250}",XGBoost,0.5234899328859061,0.3597551961682879,0.0,0.5,0.5016733718972162,0.7395407586154891,$\epsilon$-PrivateSMOTE,ds56,ds56_0.5-privateSMOTE_QI2_knn5_per2.csv,-0.09414853647420748,-55.238952795168785
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=4,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__n_estimators': 250}",XGBoost,0.744270205066345,0.6351517517647784,0.0,0.5,0.5008418124156417,0.7491167627337249,$\epsilon$-PrivateSMOTE,ds8,ds8_0.5-privateSMOTE_QI3_knn1_per1.csv,-0.27985541162675304,-23.67039388478438
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=7,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 500}",XGBoost,0.6862449799196787,0.724372275447936,0.7872589341225152,0.5004089354051325,0.5031569477644556,0.9236690850595844,$\epsilon$-PrivateSMOTE,ds50,ds50_5.0-privateSMOTE_QI3_knn1_per3.csv,-25.23419233924691,-25.103423986059198
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=7,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 250}",XGBoost,0.8814102564102564,0.8900118772148022,0.7544510776527718,0.5015007503751876,0.53125,0.8951058568387088,$\epsilon$-PrivateSMOTE,ds5,ds5_5.0-privateSMOTE_QI0_knn3_per3.csv,-0.2322109802620576,2.1923552020921693
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=4,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__n_estimators': 250}",XGBoost,0.8391765841106466,0.8408425493519984,0.829320363782747,0.5008338036427147,0.5017506127643755,0.9074559740497424,$\epsilon$-PrivateSMOTE,ds55,ds55_0.1-privateSMOTE_QI0_knn1_per2.csv,-0.056688661665037686,-8.931044696449202
"{'classifier': RandomForestClassifier(max_depth=10, n_estimators=500), 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",Random Forest,0.8831615120274914,0.8283668196754208,0.0,0.5,0.5735294117647058,0.8685280108190897,$\epsilon$-PrivateSMOTE,ds10,ds10_5.0-privateSMOTE_QI0_knn1_per2.csv,-0.42938003595924645,-6.532542576476645
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=7,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 500}",XGBoost,0.955,0.9458914436486996,0.6324555320336759,0.7,0.8,0.9879382522239666,$\epsilon$-PrivateSMOTE,ds14,ds14_5.0-privateSMOTE_QI2_knn3_per1.csv,-23.636363636363654,-4.162453179598902
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.01, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=4,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 4, 'classifier__n_estimators': 250}",XGBoost,0.869,0.8080909577314072,0.0,0.5,0.5014091014973135,0.8153969484653413,$\epsilon$-PrivateSMOTE,ds37,ds37_0.1-privateSMOTE_QI4_knn5_per2.csv,-0.765777779542191,-13.347760241289109
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=7,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 250}",XGBoost,0.885,0.8694994455183781,0.5639553714411675,0.5023923468661105,0.51053484757646,0.903652931562598,$\epsilon$-PrivateSMOTE,ds37,ds37_1.0-privateSMOTE_QI2_knn3_per3.csv,-0.29097241846215033,-6.762878977582247
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.01, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",XGBoost,0.5805369127516778,0.5581864890359695,0.5253268600206493,0.5001683940561831,0.5140845070422535,0.7567643191381406,$\epsilon$-PrivateSMOTE,ds56,ds56_5.0-privateSMOTE_QI0_knn3_per1.csv,-0.060501433345473796,-30.54996272201047
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",XGBoost,0.8042279411764706,0.7187422885820994,0.0836978845083266,0.5022988250201543,0.508177570093458,0.7399086015827381,$\epsilon$-PrivateSMOTE,ds51,ds51_10.0-privateSMOTE_QI1_knn3_per3.csv,0.26666098632083096,-6.368834922890336
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",XGBoost,0.9347826086956522,0.9343153701355804,0.6844323855831235,0.5033350008337502,0.5303030303030303,0.9400127342186648,$\epsilon$-PrivateSMOTE,ds24,ds24_1.0-privateSMOTE_QI1_knn1_per2.csv,-2.0921180668180477,0.14066400835469509
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=4,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=100, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__n_estimators': 100}",XGBoost,0.796420581655481,0.7901337027276032,0.6833192750326263,0.5009563313402733,0.5022226120275145,0.7968967693693407,$\epsilon$-PrivateSMOTE,ds32,ds32_1.0-privateSMOTE_QI3_knn5_per1.csv,-0.0057365216506428665,0.1973095717230506
"{'classifier': RandomForestClassifier(max_depth=4), 'classifier__max_depth': 4, 'classifier__n_estimators': 100}",Random Forest,0.8831615120274914,0.8283668196754208,0.0,0.5,0.5294117647058824,0.8600459470009663,$\epsilon$-PrivateSMOTE,ds10,ds10_0.5-privateSMOTE_QI1_knn3_per1.csv,-0.42938003595924645,-6.532542576476645
"{'classifier': RandomForestClassifier(max_depth=7, n_estimators=500), 'classifier__max_depth': 7, 'classifier__n_estimators': 500}",Random Forest,0.8860619469026548,0.8325344509900605,0.0,0.5,0.5026675959338893,0.8510126268834486,$\epsilon$-PrivateSMOTE,ds33,ds33_0.1-privateSMOTE_QI1_knn3_per1.csv,-0.36058362909900643,-5.258798324248318
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=250, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",XGBoost,0.9006410256410257,0.856578277898075,0.1767766952966369,0.515625,0.546875,0.8708321672668021,$\epsilon$-PrivateSMOTE,ds5,ds5_0.1-privateSMOTE_QI2_knn3_per2.csv,2.5776455465251367,-1.6465354290660248
"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=500), 'classifier__max_depth': 4, 'classifier__n_estimators': 500}",Random Forest,0.8849557522123894,0.8319830487348873,0.0,0.4997498749374687,0.5026675959338893,0.8845939069679367,$\epsilon$-PrivateSMOTE,ds33,ds33_5.0-privateSMOTE_QI3_knn1_per1.csv,-0.41042825959971485,-5.3215470936232165
"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=250), 'classifier__max_depth': 4, 'classifier__n_estimators': 250}",Random Forest,0.975,0.9752364283959716,0.946420651760224,0.5132334685861449,0.5167194708465344,0.9827451293516448,$\epsilon$-PrivateSMOTE,ds4,ds4_0.1-privateSMOTE_QI1_knn5_per1.csv,0.905208134123805,-0.08554703590485307
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=7,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 500}",XGBoost,0.7745983935742972,0.8013626876299366,0.8512792263359983,0.5006672155091249,0.5022288672930321,0.8638313926199912,$\epsilon$-PrivateSMOTE,ds50,ds50_0.5-privateSMOTE_QI1_knn5_per3.csv,-25.19560285930076,-17.142989201654906
"{'classifier': RandomForestClassifier(max_depth=4), 'classifier__max_depth': 4, 'classifier__n_estimators': 100}",Random Forest,0.7829977628635347,0.7427513860998555,0.5007291308625537,0.5016226351459185,0.5151515151515151,0.7766164515878414,$\epsilon$-PrivateSMOTE,ds32,ds32_5.0-privateSMOTE_QI1_knn1_per1.csv,0.1272622132292289,-5.81126926877802
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.1, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=4,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__n_estimators': 500}",XGBoost,0.899909008189263,0.8525000087156906,0.0,0.5,0.5007950461013446,0.8525000087156906,$\epsilon$-PrivateSMOTE,ds68,ds68_0.5-privateSMOTE_QI1_knn3_per2.csv,-12.247685657633534,-14.401251094801145
"{'classifier': RandomForestClassifier(max_depth=10, n_estimators=250), 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",Random Forest,0.8831615120274914,0.8283668196754208,0.0,0.5,0.5588235294117647,0.8763141148020873,$\epsilon$-PrivateSMOTE,ds10,ds10_10.0-privateSMOTE_QI4_knn1_per3.csv,-0.42938003595924645,-6.532542576476645
"{'classifier': XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric='logloss',
              feature_types=None, gamma=None, gpu_id=None, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.01, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, predictor=None, random_state=None, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",XGBoost,0.8911806543385491,0.8399017374097043,0.0,0.5,0.5002198277523542,0.8399017374097043,$\epsilon$-PrivateSMOTE,ds38,ds38_0.1-privateSMOTE_QI0_knn5_per2.csv,-0.00032911084123676506,-0.20546159125082128
"{'classifier': RandomForestClassifier(max_depth=7), 'classifier__max_depth': 7, 'classifier__n_estimators': 100}",Random Forest,0.92,0.9017391304347826,0.5773502691896257,0.6666666666666667,0.9895833333333334,0.9974886151549086,$\epsilon$-PrivateSMOTE,ds16,ds16_5.0-privateSMOTE_QI2_knn1_per2.csv,-33.33333333333333,-9.82608695652174
"{'classifier': RandomForestClassifier(max_depth=7), 'classifier__max_depth': 7, 'classifier__n_estimators': 100}",Random Forest,0.975,0.9758779580208152,0.9762115781854932,0.5093966736454647,0.5431604691234506,0.9925359196515756,$\epsilon$-PrivateSMOTE,ds4,ds4_1.0-privateSMOTE_QI0_knn5_per1.csv,0.15086802235397115,-0.019821351691087175
